community,avg_inner_edge_weight
560954,2
146913,2
353606,2
216660,2.1
87035,2.9375
485573,2
316310,2
319576,2
182630,2.5
45684,2
13367,2.294117647
526206,2
16633,4.47826087
415171,2
278225,2.5
115431,4
86380,3.25
112228,4
60532,2.625
455804,2
347972,2.285714286
152861,2
15915,3
691548,2
19181,1.888888889
130279,2.543478261
720662,2
391871,2
85662,2
114776,2.666666667
251722,2.3
225874,2
210371,2.466666667
51632,2
1399695,2
450170,2.666666667
313224,2
284173,2
147227,2.5
118176,2
10281,2
656863,2.75
382971,2
76825,3.36
1262094,2.333333333
286721,2
933303,2
796357,2.666666667
146572,3.857142857
149838,2
408164,2.454545455
522528,2
53525,2
190471,2.090909091
79373,5
219585,2
174968,5
319172,6
828808,2
16229,2
182289,2.25
580827,2
385716,3.333333333
414830,3.5
111824,2.333333333
85976,8.75
115090,2
484514,2
111887,2
347631,3
181634,2
554261,2
583375,2
251318,2.666666667
114435,4
88587,3.473214286
1296438,2
321065,2
213233,2.222222222
321128,3
18122,2.80952381
47236,3
73084,2.5
449829,2.5
9940,1.666666667
382630,2
781168,2
105535,2.333333333
216633,2
726269,2
504073,2.5
201130,2
286380,3
146231,2
9285,2.666666667
518921,2
356127,1.666666667
245029,4
79032,3
53184,4.6
314776,2
148779,4
11833,5.285714286
808909,2.25
1252853,2
347227,2
44284,2
347290,2
73398,4
44347,2.666666667
446088,2
926610,2
955724,3
280091,2
114031,2
143145,3
789727,2
652781,3
2996,4.714285714
183778,4
375686,2
212892,2
43629,4.133333333
183841,1.666666667
46895,2.818181818
442167,2
416319,2
445433,2.666666667
308487,2
113376,2.75
5544,3.166666667
423640,2
120697,2.269230769
1054719,2
242140,2
105194,3
79346,5
751776,2
311887,2
200789,4
63843,2.5
8944,2
550897,2
107742,3
218840,10
643226,2
451381,2
314435,2.416666667
177489,2.5
285384,2
14758,2.857142857
273084,2
808568,2
107087,2
65736,2.666666667
509680,2
376000,2.166666667
206737,2
69791,2.660377358
43943,3.866666667
582693,2
276484,2.5
165386,2
113690,3.6
139538,5
142804,5.25
5858,2
512228,2
2655,2.714285714
486380,2
235133,4.888888889
375345,2
46554,2.5
419244,2
282298,2
1937,2.769230769
5203,4.652173913
71684,3
684891,2
474277,2
506594,2
340597,2
311546,2
174600,1.949152542
37654,3.272727273
8603,2
410344,2.666666667
808882,2
133249,2.545454545
107401,3
78350,3.5
617037,2
368993,2
314094,2
66050,2
36999,2.333333333
148097,2.375
11151,2.651376147
549838,2
298591,2.2
974224,2
811430,1.666666667
808227,2
671281,2.333333333
106746,6
508487,2
368338,2
65395,2
209599,5.6
43602,3
774197,2
139197,3.333333333
2251,2.512195122
5517,2.529411765
71998,2.857142857
208944,2.333333333
610748,2.923076923
473802,3
333653,2.4375
170859,3.083333333
706343,2
4862,3.466666667
403400,2
263188,2.333333333
71343,3
103660,3.333333333
776090,2
74609,2.166666667
336201,2
37313,3.470588235
410003,2
107060,1.5
132908,3
368652,2
875022,9
339601,2
989386,2
91557,2.235294118
39861,2.757961783
604396,2.5
10810,2
36658,2.9
269136,2.333333333
161304,2.666666667
106405,1.666666667
479095,2
231051,4.875
94105,2
65054,2
39206,2.787610619
304853,2
167907,2.111111111
279005,5.5
1910,2
138856,3.724137931
31024,3
5176,2.076923077
237654,2
97505,3.428571429
71657,2.166666667
74923,2.142857143
444347,2
473461,2
304198,2.333333333
4458,2.666666667
30306,2.25
33572,2.96484375
125901,2.666666667
103319,2.727272727
443692,1.666666667
195648,2.4
335860,4
32917,2
132567,2
365045,2
231365,4
94419,2.5
62102,3.111111111
91216,3.090909091
852099,2
176466,2
65368,2.333333333
438058,2.9
135115,3.571428571
109267,2.769230769
204862,2
93764,3.5625
38865,2.25
300457,2.775
26565,6.333333333
163511,2.5
661699,3
71316,4.25
358756,2
195962,3.4
166911,2.625
4117,3.441176471
594500,3
33231,2
376807,3
236658,3
73864,3
102978,2
498250,2
169459,2
58361,3.5
32513,2
431051,3
402000,3
829589,5
223703,2.166666667
397021,3.285714286
342122,2
94078,2.444444444
65027,2
39179,5.166666667
603714,2
163825,4
23676,3.142857143
562363,2
1205679,2
507464,2
90157,9
67575,4.444444444
93423,2
466113,2
300116,2.25
159904,2
236972,2.5
664561,2.666666667
58675,6
1432586,2
166570,3.333333333
198887,2.857142857
29624,3
568311,2
125219,2
99371,2.4
775004,2
360963,2
969397,2
293764,2.5
404862,2
153615,2
16669,2.75
666454,2
127767,3
135088,2.285714286
93737,5
600107,2
603373,2
1167908,2
160218,2.608695652
255813,2.5
370177,3
122133,2.238095238
259079,3.333333333
628503,2
67234,2.65
494823,2
159563,2.428571429
698250,3
22617,2.709677419
136981,2
25883,3.142857143
1233734,2
398573,2
121478,2.5
95630,3.625
99685,2.333333333
195280,8
58334,4
29283,2.625
265027,2.4
966508,2
128081,4
637717,2
249524,1.75
223676,2
788211,2
194625,2
57679,4
31831,2.916666667
456217,2
182325,3
293423,2
127426,3.125
16328,2.833333333
101578,3.5625
252072,4.333333333
761708,2
60227,2.44
86075,4.352941176
484613,2.666666667
321819,3.666666667
462820,3.333333333
861358,2
188991,4
255472,2.666666667
92678,3
121792,2.333333333
517064,4
162425,1.666666667
354333,2
22276,3.333333333
560963,2
51390,2
727023,2
701175,2
25542,2
394966,2
258020,2
283868,6.1875
287134,2.571428571
121137,2.888888889
50672,2.545454545
53938,2.8
149533,3.444444444
127740,2.833333333
1035914,2
197487,2.4375
112237,2.5
223335,1.866666667
45038,2
156136,2.666666667
15987,3.166666667
417728,3
225883,2
114785,2.25
59886,2.4
85734,2
624421,2
487475,2.428571429
347326,2
184532,2
321478,2
720016,2
22590,2.542857143
395280,2.5
255131,2
118185,2.25
121451,2
353929,2.3
217046,3.2
76834,2
560622,2
146581,2.85
519271,2.5
353274,3
219594,2
50331,3.176470588
120078,2
149192,3
828880,2.6
86048,3.666666667
595684,1.666666667
210694,2
18849,3.285714286
44697,4.692307692
1226700,2
15646,2.189526185
417387,2.25
280441,2
248124,3
140292,2
114444,3.304347826
251390,4.333333333
620814,2
85393,3
59545,3
512982,2
184191,2
18194,4.828571429
279786,4.333333333
353588,2
382702,2.1
726278,2
50645,2.6
53911,2.556650246
312237,11
146240,2
149506,3.565217391
12560,2.774193548
684990,3
381984,2
190139,3
53193,4.545454545
82307,3.5
49990,4
725623,2
79104,1.857142857
311582,2
285734,2.333333333
314848,3.25
148788,2.333333333
289000,2
119737,3.75
148851,5.142857143
11905,3
78386,2.555555556
1322609,2
85707,2.777777778
344033,2
484245,1.666666667
458397,2
41090,3
18508,2.125
583043,2
114103,2.142857143
3005,3.727272727
88255,2.484848485
349847,2
180584,2.64516129
294948,4
320796,2
72752,2.2
17853,2
279445,3
416391,2
253597,2.666666667
142499,3.828571429
113448,3.75862069
519244,2
79355,2.416666667
286048,2.2
174950,4
958478,3
687852,2
381643,2
547703,2.333333333
352592,2.5
384909,2
215646,2
52852,3.125
244760,2
81966,2.538461538
477238,2
1178719,2
451390,2
174295,2.666666667
151713,3.272727273
380988,3
384254,2
81311,2.074074074
180898,2
73066,3.333333333
745496,2
18167,2
44015,2.25
442553,2.230769231
416705,2
142813,2
110496,2
2664,4.05
87914,2
678297,4
238408,2.714285714
43297,2.333333333
209357,2
72411,2
46563,2.214285714
1394626,2
168006,6.5
113044,2.058823529
954737,2
253256,3
116310,2
817791,2
142158,2
5212,3.857142857
680845,3
485797,2
170554,3.333333333
1028539,2
285707,2
174609,2.727272727
8612,2.243243243
37726,4.058823529
355454,2
78359,3.142857143
104207,2.583333333
668742,4.25
587995,2
314103,1.769230769
148106,2.3
37008,2
40274,2.25
945182,2
919334,2
217853,3
106755,3.25
243701,2
246967,2
505293,2
479445,3.5
877983,2
342562,1.904761905
39619,2.8
442149,2
445415,3
276152,2.5
814902,2
345899,2.25
208953,3.333333333
744437,2
212219,2.411764706
1449184,2
46222,2.10738255
581706,2
817450,3
680504,2
4871,3.837837838
30719,2.333333333
377561,2
1079042,2
240615,2
237412,2
100466,2.5
211564,3.941176471
74618,3.28125
33267,2.811965812
4216,3
986847,2
148420,2.285714286
712955,2
8271,4.5
244015,1.6
132917,2
273129,2.666666667
107069,2.246666667
78018,2.75
1181240,2
645819,2
176816,2
986192,2
173613,2
147765,5
823398,2
10819,2.9375
1358882,2
39933,2
435205,2.5
383509,2
243360,2.666666667
1509376,2
80566,1.8
368006,2
482370,3
202009,3
39215,2
740696,2
205275,2.166666667
42481,3
271756,1.8
533348,3
142131,2.210526316
403723,2
208612,3.25
237726,2
100780,2.814814815
441153,3
30378,2
266122,3.666666667
240274,2
71011,2.31147541
237071,3
74277,7.833333333
100125,2.25
140758,2.333333333
169872,2
7078,3.631578947
32926,3
712614,2
409671,2
243674,2.4
106728,2.5
313421,2.5
202323,1.8
176475,2
65377,2.363636364
741010,2
10478,3.083333333
383168,2
246222,2.5
160972,2.272727273
275336,2.5
644760,3.111111111
1320393,2
504611,1.666666667
615709,2
230719,1.909090909
64722,3
38874,2.183333333
300466,2
23371,2.365853659
93118,2
403382,2
71325,2
100439,3.5
473129,2
166920,2.666666667
923,2.142857143
705670,2
30037,2.566666667
4189,2.958333333
262515,2
239933,5.25
99784,2
501525,2
306414,2
446626,2
29319,2.333333333
3471,2
1380585,2
679104,3
6737,2.25
128180,2
106387,4.692307692
367979,2
231033,3.666666667
176134,2
65036,2.947368421
629571,2
68302,2
35985,4
548824,2
862112,2
810416,2
160631,2.285714286
23685,2
105732,3
367324,3
1017109,2
64381,1.95
38533,2
574017,2.5
437071,2
325973,3
838812,2
303391,2
134128,4.8
108280,2
561717,2
448,2.740392591
506818,2
92777,2.272727273
66929,2.545454545
1145155,2
166579,2.5
1517845,2
731114,1.5
3785,3.333333333
195693,4
871326,2
32899,3.564102564
428171,2.333333333
1129652,3
265440,2
99380,2
239592,4.666666667
194975,2.857142857
1036668,3
335187,3.142857143
28978,6.875
567665,2
32244,2
404934,4.0625
238874,2
131042,4
360317,2
334469,3
500529,2.5
363583,2
201641,4
603382,2
437385,2
297236,2.5
160290,3.134328358
271388,3.5
23344,5.5
134442,2.5
421882,2.5
341135,2
93091,2
602727,2
38192,3
436730,4
328835,3
162838,2.333333333
188686,2
25892,2
698322,2
66588,2.428571429
25237,2.625
29292,2.692307692
290884,2.25
99039,2.666666667
128153,3
386479,4.666666667
57688,2.25
31840,2.333333333
60954,2.6
567324,2
153283,2.85
101587,1.666666667
130701,2
359976,2.4
223030,2
31185,3.25
60299,2
292777,2.5
864633,2
134101,3.916666667
1374269,2
561690,2
392427,2.461538462
89484,2
229696,2.25
118598,2
66902,2.666666667
92750,2
188345,2.5625
273595,2.5
25551,3.142857143
51399,3.333333333
136649,2.833333333
727032,2
424089,2.571428571
398241,4
232244,2.8
95298,4.277777778
464785,2.333333333
53947,4.259259259
726377,2
423434,2
293809,3
637385,2
666499,2
363556,2.666666667
194293,2.75
647730,2
57347,1.928571429
31499,3.654320988
86461,5.333333333
965521,2
152942,3.097701149
831841,2
156208,2.5
15996,2.5
362838,2
222689,2
85743,4.75862069
59895,4.666666667
196841,2
1134066,3
432585,2.4
155490,2
158756,4.2
18607,2.142857143
121460,3
92409,2
66561,3.5
656944,3
490947,2
324887,6
217055,2
328153,2.5
21944,2.625
51058,2
162156,2.391304348
589745,2
25210,2
420482,2
286802,2.5
231903,1.666666667
94957,2
120805,3
630441,3
187286,2.25
301650,7
216400,2
729239,2.333333333
53606,2.833333333
24555,2
426296,2
257033,2
149201,2
123353,4
127408,2
359949,2
86057,2
57006,2
455544,2
429696,2
155804,2.727272727
181652,2.285714286
152601,2
15655,2
126753,3
1229975,2
18921,2.333333333
388345,3
222348,2.5
761035,1.714285714
872133,2
624089,2
85402,2
483940,2
129301,2.2
180997,2
18203,2
664785,2
1092374,2
87950,2.166666667
254010,2
930432,2
723084,4
190866,2
50717,3.074074074
24869,2
452458,2
283195,4
257347,2.333333333
120464,10
9366,4.6
519002,2
382056,2
356208,2
186945,2.333333333
862578,2
49999,2
79113,3
53265,9
314857,2.2
451803,3
289009,2
123012,3
215341,2
355553,2.333333333
218607,2
920088,2.333333333
81661,2.285714286
359608,1.7
222662,3
56665,2
458406,2
455203,1.833333333
318257,2
181311,2
44365,2
15314,2.88
442903,2.333333333
225210,2
251058,3.909090909
114112,2
222007,2.5
59213,1.921052632
85061,3
623748,5
594697,2
209707,3
183859,2
154808,3.5
21128,2
416400,1.8
113457,3.142857143
224555,2
87609,4
320150,2
884685,2
46258,2
50313,2
585797,3.333333333
452117,2
120060,3.5
215655,2.846153846
241503,3.25
49658,2.666666667
728557,2
27076,2
285402,2
8307,3.545454545
658092,2
687206,3
11573,3
380997,2.181818182
78054,2
52206,2.25
107168,2
147801,3.576923077
856603,2
14973,2.133333333
1118195,2
279768,2
952198,2
224869,2
113771,5.428571429
84720,2
512309,2.666666667
486461,2
346312,2
209366,2.4
183518,9
46572,2.6
72420,2.833333333
43369,1.933333333
17521,4.181818182
279113,7
142167,2.97260274
87268,2
485806,2
348860,2
182863,2.368421053
45917,3.384615385
49183,3.7
53238,2.5
1127409,3
314830,2
518257,3
215314,2.21875
78368,3
218580,2
107482,5.5
81634,2.245283019
613852,2
451058,2
288327,1.666666667
7966,6.081818182
657751,2
11232,2.545454545
217862,3.666666667
243710,2.545454545
77713,2.933333333
80979,2
55131,4.151515152
106827,2
450403,2
479517,2
147460,2.25
176574,2.666666667
10514,2.333333333
39628,6
457724,2
17835,2
582370,3
980908,2
623066,2.666666667
238076,2
209025,2.961538462
995756,2
46231,2
17180,4.333333333
275506,2
252924,3
278772,2.166666667
141826,2.666666667
788408,2
4880,3.25
86927,2.125
237421,6.5
71424,2.459459459
45576,2.333333333
281320,2.25
144374,2
4225,3
144437,4
285375,3
11546,3.005714286
244024,2
384236,2
78027,2.846153846
107141,2.25
313771,2
342885,4
147774,2
173622,3.142857143
10828,3
36676,2.45
948116,2
10173,5.125
548860,1.666666667
176233,2.333333333
13439,2.329787234
109034,3
416032,2
87241,3.157894737
208684,2
45890,3.5
252583,4.166666667
167333,3
4539,3.056338028
30387,2.25
680172,2
115637,2.5
377229,8
374026,2
322330,2
100134,3
74286,2
45235,4.285714286
144033,2.25
3884,2.5
638166,2
77686,2
642221,2
985860,2
737816,3
10487,5.571428571
39601,3.166666667
106082,2.666666667
80234,2
135196,4.555555556
109348,3.076923077
504620,2
245576,2.7
137744,2
781060,2
108693,3.333333333
348492,3.666666667
71397,3.466666667
45549,2.6
418239,2
170195,2.75
676565,2
842625,2
4198,2.5
141144,3.636363636
265790,3.5
70679,3.9
210891,2
306486,2.4
195388,2
169540,2
32594,3.5
675910,2
3543,3
376233,3.5
239287,2
197936,2.875
31939,3.157894737
475883,3
205257,3
35994,2
740741,2
1084317,2.666666667
297586,4
947371,2
134792,2
105741,2.833333333
134855,2.083333333
341485,3
38542,2.333333333
603140,2
300197,2
108289,3.5
457,4
477776,2
203884,2
739368,2
37887,2
299479,2
702072,2
3857,3.181818182
265449,2.5
32253,1.888888889
707886,2
538623,2
3202,2
430791,2
541889,3
238946,4
102000,3.5
72949,2.5
1039225,2
197595,2
60649,5.5
31598,5.538461538
175802,3.166666667
1275821,2
437394,2
134451,2
370258,2
200995,2
628584,2
38201,3.444444444
436739,2
303059,2.5
137062,2.2
116,3.53271028
369540,2
229391,4
66597,3.741935484
92445,2
742230,4
203543,2.666666667
232657,2
605347,2
99048,4
471738,3
471801,2
168795,3
197909,2.875
28646,2.666666667
704279,2.5
57760,2.4
596447,2
6064,3.5
31912,2
293504,6
1615719,2
940086,2
101659,3.181818182
869621,2
308352,3
197254,2.333333333
334200,2
60308,2.55
31257,2
5409,3.476923077
271056,2
946689,1.666666667
643746,2
503597,6
92759,3
739341,2.090909091
628243,2
1112031,1.666666667
273604,2.142857143
133455,2
535196,2.5
258101,3
232253,2
203202,1.722222222
92104,3
95370,3.75
69522,4.111111111
438946,3
302000,3.5
468060,4
24905,2.916666667
28171,3.714285714
423443,2.166666667
120500,2
1172878,2
223416,3
360362,2
197568,2
57419,3
289897,2
264049,2.75
101318,2
359644,2
388758,2
362910,2
225964,4
901597,2
337062,3
56701,3.3
196913,7.5
59967,2
295711,3
266660,2
126448,2
129714,5
362255,4
366310,3.25
203516,2
602054,2
63367,2.5
490956,4
436057,1.666666667
188013,6
299111,4
25219,2.4
834595,2
133114,2.142857143
22016,2.5
671801,2
423757,2.333333333
257760,3.666666667
231912,2
94966,2.4
91763,2
464453,5
24564,2.285714286
27830,5.333333333
260308,2.666666667
400520,5
231257,4.5
52960,2.5
496904,4
363224,2
193961,2
57015,2
60281,2
1503876,2
152610,2
130028,2.888888889
18930,3.363636364
639664,2
391620,2.5
222357,2.666666667
388417,2
88677,2.7
59626,4
33778,6.5
429050,2.5
295370,2.714285714
126107,2.235294118
224968,3
88022,11.06976744
457446,2
183617,2
324618,3
161824,2.72972973
24878,3.142857143
423416,1.666666667
9375,4.5
356217,2
216068,2
53274,2
193486,2.5
161169,5.125
24223,2.6
425964,2
285815,4.5
396913,3
259967,2
148869,3
119818,2.207207207
1057043,2
52619,3.6
314211,4
11268,2
59940,3.8
129687,2
661905,2
18589,2
388013,4.5
1089494,2
358962,2
110918,3.085714286
225282,2
59222,2.523809524
620554,2.5
483608,2
291763,1.714285714
387358,3
253678,3
87681,2.3
320159,2
186479,2.25
17216,2
161483,3.571428571
1427499,2
24537,2.095238095
1497246,2
906863,2
231230,2
215727,2
164031,2
728566,2
23882,3.293023256
990158,2
422420,3
122680,4.153846154
148528,2
11582,2
632316,4
93629,4
355221,2
218275,2.857142857
192427,4
288022,3.769230769
10927,2.95
1267450,2
1255150,2
18248,2.142857143
221675,2
84729,1.944444444
87995,1.666666667
113843,2.315789474
320473,4.25
486533,4
154476,2
17530,2
46644,4.1
250071,2
113125,2
224223,2
253337,2
87277,2.5
116391,3
626027,2
208720,2
157024,3
186138,2.818181818
16875,2.636363636
20141,2.8
418679,2
119791,2.7
93943,2.555555556
244437,4.875
218589,2
189538,3
52592,3.2
78440,2.625
285133,2
177238,2
11241,2
37089,2.727272727
686874,2.333333333
520877,2
214668,1.8
354880,2.333333333
479526,2
313529,2.833333333
176583,2.5
39637,2
13789,3
121684,3.233333333
10586,5.615384615
109384,2.875
250385,2.125
253651,2
623075,2
183186,2.909090909
209034,2.5
179983,2.857142857
43037,1.964285714
154135,3.571428571
17189,2
278781,2.4
1686,2.066666667
112784,2
116050,5
485474,2
488740,2
182531,2
71433,2
252278,2.642857143
115332,2.666666667
355194,3
214982,2
750466,3
753732,3
78099,4.333333333
587672,2
310577,2
339691,2
287995,2
7634,2.666666667
10900,2.363636364
549587,2
546384,2
494688,2
77381,2.4
645182,2
80647,2.25
106495,3
475919,4.666666667
1661188,2
316391,2.333333333
147128,2
13448,2
39296,2.666666667
10245,2.666666667
242723,2
109043,2
79992,2.138888889
644527,2
1062623,3
319791,3.1
16848,2.648
581383,2
552332,2
252592,2
281706,2.2
1345,2.312749004
211241,3.25
45244,2.708333333
19396,2.387096774
1090364,2
114991,2
3893,3.823529412
513529,2
516795,2
347532,2.5
210586,2
73640,2.5
44589,2.5
76906,2
313502,2
176556,3.083333333
39610,2.507692308
575094,2
10559,2.555555556
686192,1.75
243037,2.333333333
272151,2
54458,2
312784,2
1128629,2
35689,2.5
9841,3.310344828
38955,3
175901,2
64803,3.1
150053,3
245648,2
82854,5.533333333
108702,4
204297,3.5
67351,1.714285714
1600969,2
1049982,2
182504,2.5
45558,2.111111111
816786,2
4207,2
1160425,2
210900,2.6
99802,4
181849,2.777777778
44903,2.92
720536,3
70751,3
472492,2
332343,2
443441,3.5625
417593,2
280647,2.333333333
169549,3.166666667
309761,2
140498,2.5625
3552,1.785714286
6818,2.869565217
402090,2.333333333
239296,2
350394,2.333333333
99147,2.797752809
239359,2
47451,4.153846154
76565,2.083333333
608783,3
10155,2.894736842
176215,2
1084326,2
105750,1.8
109016,3.081081081
615386,2
338291,2
201345,2
204611,9
315709,7
35348,3.8
38614,2.245901639
12766,3.8
1083671,2
271092,2
300206,2.666666667
105095,2
1045586,2
174842,2
37896,2.5
67010,3.826086957
41162,3.090909091
439700,2
979239,2.333333333
277758,2
3866,3.75
650448,2.666666667
886192,3
236407,2
605831,5
99461,2
70410,4
44562,2.384615385
335205,6
32262,2.916666667
678844,2
3211,2.2742789
404952,2.666666667
512847,2.333333333
102009,2.333333333
209904,2
102072,3
445648,4
334550,2
171756,2
5759,2.666666667
1242724,2
408352,1.777777778
105409,2
669944,1.666666667
108675,2
503947,2.285714286
367001,2.555555556
337950,2
64058,2.051282051
204270,2
178422,3
573694,2
436748,2
133805,2
137071,3.666666667
37555,2.5
40821,1.923076923
66669,2.916666667
439359,2
133150,1.952380952
136416,4
73272,2.25
305813,4
31921,2
143019,2
704351,3
127516,2.333333333
308361,2
197263,2.333333333
223111,2.111111111
337475,3
732747,2.5
5418,2.022222222
34532,2.75862069
710165,3
403956,2.25
292858,2
267010,3
237959,2
640552,4
37869,2.307692308
63717,2.8
602467,2
299461,3
299524,2
229059,4.125
232325,2
66328,2
575901,2
438955,3
302072,4
165126,2
136075,4.857142857
24977,2.079646018
202556,2.142857143
464148,2
72931,2.166666667
334523,4
28314,3
703947,2
828656,1.666666667
773757,4
196922,2.857142857
222770,2.142857143
171074,1.666666667
1134147,2
240821,2.833333333
155571,2.25
269935,2
225318,2.916666667
1551588,2
162174,2.111111111
133123,2.208333333
1344240,2
25291,2.789473684
91772,4
231984,2
257832,2
95038,2.451612903
298465,2.6
161519,2.666666667
840418,2
24636,2.833333333
231266,4
65269,2.846153846
94383,3
31239,2.350877193
458828,2.454545455
263717,3
266983,3
155885,2.4
126834,2
776619,2
473676,2
1064059,2
196581,4
170733,3.166666667
33787,2.666666667
30584,3.43902439
569271,2.666666667
295379,2
266328,2
18284,2
390974,2
1034290,3
224977,4
88031,3.222222222
62183,4.166666667
58980,6
320572,2
157778,2
601722,2
974412,2.666666667
24950,2.25
1206953,2
368526,4
257428,2
231580,2.333333333
260694,2.857142857
228377,2
65583,2.666666667
91431,3
120545,7
464121,2.285714286
298124,2
161178,2.2
24232,4.4
50080,3.333333333
164444,4
27498,2.4
396922,2.666666667
93979,2.5
123093,4
629463,2
466669,2
326520,2.6
163726,2
23577,3.551724138
562264,2
26843,3.396226415
425381,2.5
126430,2
358971,3
251139,2.833333333
757509,2
56028,2.972972973
85142,1.666666667
623829,2
59294,2.5
830522,2
129041,2
1199946,2
897003,4
253687,1.966666667
87690,1.666666667
734272,3
32791,3.6
323434,2.133333333
294383,2
183285,2.25
20491,2
116086,2.875
120141,1.75
655625,2
629777,3
23891,2
27157,5
381078,2.176470588
492176,2.333333333
329382,2
355230,3
753768,3
78135,2
52287,3.444444444
26439,5.3125
55553,2.708333333
395926,2
122034,3
520572,2.5
361896,2
224950,3.333333333
88004,4.333333333
486542,2
346393,3.714285714
14336,3
128700,2.333333333
556289,3
17602,2.444444444
667387,3
1228719,3
364444,3
925776,2
874080,2.333333333
87349,2
596985,2.333333333
348941,5.5
153830,2.1
294042,2.5
858577,3
157096,3
45998,3.1875
252691,2.333333333
123066,11
189547,2
52601,2
23550,2
451139,2.333333333
174044,2.5
148196,4
119145,3.4375
683680,2
1030522,2
243791,2
217943,6.5
1454908,2
26098,3.134920635
51946,2
55212,3
258639,3
1361861,2
121693,2.371428571
823174,2
147541,2
150807,2
10595,11
124959,2
409133,2
523497,4
217288,2.333333333
87663,3.304347826
224609,4.333333333
457087,3
316938,2
154144,3.333333333
179992,2.111111111
46312,2
183258,4.2
17261,2.333333333
581796,3
249739,2.25
253005,2
116059,2.506024096
87008,2.538461538
61160,3.608695652
433850,2
348600,1.666666667
45657,4
156755,2.510204082
19809,3
695442,2
529445,3.2
281401,1.916666667
787771,2
112138,2
86290,2.736842105
226502,2.666666667
351148,3
210999,2
616795,4
52260,2.75
450798,2.5
421747,3
122007,2
10909,2.59375
546393,2.5
409447,2
1056029,2
80656,6
106504,2
51605,3.6
753086,2.2
287349,2.5
150403,1.75
822833,2
147200,2.333333333
685887,2
711735,3.333333333
121352,2
548941,2
382944,2.047619048
271846,2.25
1457115,2
54153,3.714285714
644536,2
83267,3
38650,2.5
319800,4
718338,2.333333333
16857,1.949191686
157069,4
45971,3.25
418661,1.666666667
86604,2.625
252664,2
622088,5
510990,2
514256,1.933333333
625354,2
319145,2
208047,2
19468,2.902654867
45316,2
414740,4
144114,3.166666667
115063,5.75
89215,2.333333333
321693,2
350807,2
181544,2
44598,3.975
1421712,2
73712,2.333333333
47864,3.741935484
446402,2
383258,2
80315,2.333333333
752745,2
51264,2.782608696
150062,2
38964,2.625
685546,2
9913,2.962962963
796644,2
822492,3
271505,2.777777778
219809,2
108711,2.222222222
79660,2.466666667
755293,2
507249,2
341252,2
315404,1.7
38309,4
717997,3
415054,3
112111,2.25
141225,2.333333333
484801,2
207706,2.333333333
772241,2.5
70760,2.147058824
557814,3.666666667
306567,2.666666667
114659,2.666666667
6827,2
487349,2
3624,1.666666667
376314,3
236102,2
44257,2.24
47523,2
305849,2
815485,2
143118,2.545454545
2906,2.9
6172,1.933333333
242768,2.375
105822,2.266666667
79974,2
504360,2
312515,3.6
64471,2
149721,2.035714286
38623,2
12775,3.142857143
9572,2
245316,3
108370,2
203965,3.625
178117,2.333333333
850547,3.666666667
149066,3.666666667
410658,5.695652174
273712,2
107715,3
66364,5
70419,2.761904762
1122008,2
309429,1.857142857
114318,2.357142857
3220,2.333333333
6486,2.424242424
541970,2.142857143
1051543,2
375910,3.571428571
98815,2.5
209913,2
239027,2
76233,2.4
445657,2
305508,12
279660,4
171828,2
2565,4.666666667
238309,3.5
72312,2
101426,2.75
947111,2
204279,4
35016,2
12434,2.666666667
602817,6
244975,3
133877,4
617665,2
232675,2.642857143
314722,2
340570,2.181818182
66678,3.382352941
40830,2.4
687412,2.2
270105,2
110577,2.333333333
509115,2.333333333
534963,2
232020,2
210227,2
239341,2
28727,2.2
139825,2
6145,2.469879518
31993,2
940104,2
101740,2
75892,2.2
445316,5
1685484,2
474430,2.153846154
142373,5
5427,1.930672269
31275,2.5
145639,2.4
237968,2.642857143
407231,2.285714286
374914,2
241234,2
104288,2.62
71971,1.666666667
643827,2
1581052,2
203938,2.733333333
37941,3.838345865
602476,2
299533,2
273685,2
133536,3
81840,2
535277,2
340166,2
369280,2
343432,2
232334,3.222222222
63071,2
177435,2
767818,2
40489,1.949640288
66337,3.090909091
302081,2.473684211
161932,2
397676,2
202565,2.555555556
94733,3.263157895
205831,2
68885,6
467423,2
164480,2.529411765
471478,2
168535,3
840965,2
139484,1.9
2538,4.87804878
238282,2.6
101336,3.181818182
72285,2.666666667
337143,2.5
142032,2.333333333
30934,3.159292035
5086,3.333333333
34200,2
374573,2
266741,2
74833,3.673076923
100681,3
103947,3.142857143
639368,2
307374,2
170428,2.166666667
336488,2
33545,2
576287,3
133132,2.279069767
136398,4
202879,3.142857143
231993,2
62730,5.769230769
65996,3
40148,2
298474,3
412838,2
301740,3
164794,7.6
24645,3.333333333
109895,2
371487,6
65278,2.111111111
231338,2
68544,2.222222222
1276395,2
94392,2.125
437968,2.75
330136,2
135025,2.5
27193,5
2197,2
362587,2
222438,2.428571429
59644,3.666666667
167539,3.333333333
30593,3.769230769
4745,2.1
540229,2
429131,2.166666667
266337,3
129391,2.826086957
690723,2
801821,2
129454,2
336084,2.608695652
1177777,2
58989,2.916666667
170087,2.333333333
33141,4.666666667
199201,1.692307692
431679,2
136057,2.5
365332,1.857142857
65592,3.7
205804,4.5
94706,2.333333333
298133,2
161187,2
190301,2
164453,2.4
260048,2
94051,2.352941176
68203,2.555555556
160532,3.083333333
259393,1.875
237600,2
100654,3
665189,2
333195,2
196249,2.5
170401,2.2
30252,4.666666667
856379,2
