avg_PR,avg_PR_val,max_PR,max_PR_val,median_PR,median_PR_val,min_PR,min_PR_val,avg_AR,avg_AR_val,max_AR,max_AR_val,median_AR,median_AR_val,min_AR,min_AR_val
Ulrich K. Laemmli,35.50143112,Joseph Sambrook,4942.38921,Thomas R. Dawber,2.91298025,McBride Ow,0.174004,Ulrich K. Laemmli,18.63265422,Oliver H. Lowry,2160.619064,C Redmond,1.1851215,McBride Ow,0.165453
Stephen F. Altschul,23.04129245,Tom Maniatis,4942.38921,Tavia Gordon,2.518032,Dennis A. Senne,0.1633705,Stephen F. Altschul,12.87406547,Joseph Sambrook,1502.146478,W. M. Cowan,1.16348475,Dennis A. Senne,0.1596305
David J. Lipman,22.62252451,Oliver H. Lowry,4713.407514,C Redmond,2.28352125,Victor E. Koteliansky,0.159826,David J. Lipman,12.56146413,Tom Maniatis,1502.146478,Robert T. DeBoy,1.158474,Victor E. Koteliansky,0.1586955
Tom Maniatis,20.38707761,Ulrich K. Laemmli,2664.815842,Parkhurst A. Shore,2.24471875,Colm O'hUigin,0.1594435,Oliver H. Lowry,8.934022589,Ulrich K. Laemmli,1408.893786,Robert J. Dodson,1.1195355,Colm O'hUigin,0.1585425
Oliver H. Lowry,19.52019893,Lars Hedin,2039.665534,W. M. Cowan,1.98925125,J J Mekalanos,0.159418,Tom Maniatis,7.046122629,Paul Meier,600.3728335,Hoda Khouri,1.1169855,J J Mekalanos,0.157327
Joseph Sambrook,17.17398586,Paul Meier,1335.049007,Arthur Purdy Stout,1.9683625,K. H. Cowan,0.1565705,Mark S. Guyer,5.915697373,Nicoletta Sacchi,422.102206,Tavia Gordon,1.1055105,K. H. Cowan,0.1540545
Lars Hedin,14.92640862,Linus Pauling,1062.882866,G. E. Palade,1.736083,B. A. Roe,0.1547855,Kary B. Mullis,5.502183802,Marshal F. Folstein,383.7379235,Thomas R. Dawber,1.0979795,B. A. Roe,0.153842
Kary B. Mullis,13.43851561,David S. Johnson,1062.522355,A. L. Hodgkin,1.6695875,Donna Van Engen,0.1541395,Theophil Staehelin,5.422972375,Susan E. Folstein,383.7379235,Ellen E. Walters,1.0158865,Jun Lin Guan,0.153485
William H. Stein,12.5679033,Max Born,1033.047322,J L Goldstein,1.61592275,Per Olof Nyman,0.154046,Joseph Sambrook,5.39906644,Saul A. Teukolsky,379.590731,W. James Kent,0.98560525,Per Olof Nyman,0.153383
Randall K. Saiki,12.03060771,E. Wolf,1033.047322,John C. Cassel,1.5574045,Jun Lin Guan,0.1536975,Koichiro Tamura,5.3803199,Eugene W. Myers,377.100282,J L Goldstein,0.96638675,Jana S. McBride,0.1527285
Stanford Moore,11.63096951,Saul A. Teukolsky,983.9231275,Jerome Vinograd,1.5477995,Jana S. McBride,0.153145,Desmond G. Higgins,4.936433147,David J. Lipman,377.100282,Katherine W. Timothy,0.96199225,T. Aitchison,0.1524395
Theophil Staehelin,10.45941825,G. M. Sheldrick,916.4721,Katherine W. Timothy,1.52651125,T. Aitchison,0.152771,Lucinda Fulton,4.911550493,Webb Miller,377.100282,Robert C. Onofrio,0.933122,Donna Van Engen,0.1523715
Mark S. Guyer,9.793896,R. A. Fisher,810.1715845,Robert T. DeBoy,1.509507,Siegfried W. de Laat,0.152244,William T. Friedewald,4.879249991,Stephen F. Altschul,377.100282,H. R. Horvitz,0.92546775,Siegfried W. de Laat,0.152023
Saul A. Teukolsky,9.395554907,David E. Goldberg,801.7872355,Stephen F. Altschul,1.49666775,Werner E. Mayer,0.1519805,Randall K. Saiki,4.855073919,David S. Johnson,373.3937465,Ivica Letunic,0.918349,Werner E. Mayer,0.151768
William T. Friedewald,8.964273648,Ronald L. Rivest,750.924145,Robert J. Dodson,1.48668875,Barrie Entsch,0.1517935,W. James Kent,4.842709865,G. M. Sheldrick,371.887657,Erika Schmid,0.9049275,Barrie Entsch,0.151649
Paul Meier,8.787056689,Folke Skoog,745.801127,J. R. Asbridge,1.473382,Li Yuan Yu-Lee,0.151479,Arian Smit,4.724848913,David E. Goldberg,362.821795,Taylor A. Sohn,0.8970905,Li Yuan Yu-Lee,0.15136
Amos Tversky,8.76723154,Nicoletta Sacchi,731.224188,Ellen E. Walters,1.4666415,Marvin H. Stromer,0.1506375,Harry Towbin,4.3925625,Folke Skoog,358.6732935,Stephen F. Altschul,0.883142,Marvin H. Stromer,0.1505015
Sidney P. Colowick,8.708221635,Sidney P. Colowick,716.125961,Erika Schmid,1.456161,Graham Tc,0.150527,Amos Tversky,4.36847984,Jinghui Zhang,341.1991125,Mark S. Guyer,0.8620875,S. Qasim Mehdi,0.1505015
A. F. Huxley,8.368940366,Nathan O. Kaplan,716.125961,Mark S. Guyer,1.4355485,S. Qasim Mehdi,0.1505185,Eugene W. Myers,4.359116426,Zheng Zhang,341.1991125,Nikola P. Pavletich,0.84785,Graham Tc,0.150493
Harry Towbin,8.099871606,Edward A. Dennis,716.125961,Hoda Khouri,1.433568,Oliver Zerbe,0.15,Julie D. Thompson,4.298280621,Alejandro A. Schäffer,341.1991125,G. E. Palade,0.8435575,Oliver Zerbe,0.15
Koichiro Tamura,8.0748726,Donald B. Rubin,695.8230735,H. R. Horvitz,1.43149825,Olivera Stojadinovic,0.15,Masatoshi Nei,4.148148778,Lars Hedin,324.3165825,Corey S. Goodman,0.823472,Olivera Stojadinovic,0.15
W. James Kent,8.072425574,Nan M. Laird,695.8230735,W. James Kent,1.42284525,Olivera J. Finn,0.15,Carole A. Cull,4.125469391,Harry Towbin,318.0229445,M S Brown,0.822928,Olivera J. Finn,0.15
Lucinda Fulton,8.016209144,Marshal F. Folstein,691.3541475,M S Brown,1.362406,Oliver von Bohlen und Halbach,0.15,Jeffrey Vieira,4.121233667,Gordon J,318.0229445,Jorja G. Henikoff,0.816247,Oliver von Bohlen und Halbach,0.15
Arian Smit,7.993313538,Susan E. Folstein,691.3541475,M. H. F. Wilkins,1.360281,Oliver Zolk,0.15,Alan Coulson,4.070809527,Theophil Staehelin,318.0229445,A. L. Hodgkin,0.81599625,Oliver Zolk,0.15
Torsten N. Wiesel,7.961387611,D. R. Cox,683.054348,Taylor A. Sohn,1.3360305,Oliver Zierau,0.15,Paul Meier,4.002976753,Marjorie B. Lees,316.4277495,Claudia A. Seipp,0.8121415,Oliver Zierau,0.15
Jeffrey Vieira,7.91359,Eugene W. Myers,671.087827,Jorja G. Henikoff,1.332877,Olivier Aumont,0.15,Terrence S. Furey,3.921193851,D. R. Cox,299.647194,Richard R. Hudson,0.807424,Olivier Aumont,0.15
Folke Skoog,7.789837377,David J. Lipman,671.087827,James H. Jandl,1.31920475,Olivier Aznar,0.15,William H. Stein,3.907518768,Julie D. Thompson,298.809366,Akira Nagafuchi,0.7941215,Olivier Aznar,0.15
Marilyn Bergner,7.779460016,Webb Miller,671.087827,Claudia A. Seipp,1.272765,Olivia Boyer,0.15,Josep F. Abril,3.857527796,Desmond G. Higgins,298.809366,Parkhurst A. Shore,0.79189875,Olivia Boyer,0.15
Eugene W. Myers,7.745312883,Stephen F. Altschul,671.087827,William H. Stein,1.2703765,Olivier Balmes,0.15,Toby J. Gibson,3.814334509,Toby J. Gibson,298.809366,Jeremy D. Selengut,0.7816775,Olivier Balmes,0.15
Thomas R. Dawber,7.642534185,Edwin M. Southern,648.880115,Harold Weintraub,1.262684,Oliver Zeitz,0.15,Katherine M. Flegal,3.772395251,Edwin M. Southern,286.956405,Michael VonKorff,0.780258,Oliver Zeitz,0.15
Desmond G. Higgins,7.564525714,Marjorie B. Lees,617.689994,David S. Hogness,1.26239075,Olivier Barbier,0.15,C Redmond,3.767959732,Nan M. Laird,284.563893,Lucinda Fulton,0.7763225,Olivier Barbier,0.15
Alan Coulson,7.555357791,Isaac L. Chuang,609.762928,F. Sanger,1.2490925,Oliver Yu,0.15,Stanford Moore,3.727466917,Donald B. Rubin,284.563893,Tom Maniatis,0.77628,Oliver Yu,0.15
A. L. Hodgkin,7.505620481,Theophil Staehelin,599.362515,Ivica Letunic,1.2346,Oliver Yoa-Pu Hu,0.15,Michael C. Wendl,3.697125523,Masatoshi Nei,252.8471545,Albert J. Belanger,0.77563825,Oliver Yoa-Pu Hu,0.15
Leon Festinger,7.410507422,Gordon J,599.362515,B. Frank Polk,1.226933,Oliver Y. Martin,0.15,I. M. Stratton,3.674888375,Naruya Saitou,252.8471545,Kenneth J. Kemphues,0.76888075,Oliver Y. Martin,0.15
Carole A. Cull,7.355377352,Harry Towbin,599.362515,Robert C. Onofrio,1.2241705,Olivia Befani,0.15,A. F. Huxley,3.628079482,E. Wolf,247.24636,J. R. Asbridge,0.767916,Olivia Befani,0.15
G. E. Palade,7.347475956,Jinghui Zhang,587.235089,Patrick Brill-Edwards,1.220575,Olivia McAuliffe,0.15,Michael C. Zody,3.550058893,Max Born,247.24636,John W. Newport,0.766437,Olivia McAuliffe,0.15
Masatoshi Nei,7.310998437,Alejandro A. Schäffer,587.235089,Kenneth J. Kemphues,1.207468,Olivia M. Pereira-Smith,0.15,Felsenfeld Al,3.541868232,Stanley Lemeshow,242.8423145,Leland H. Hartwell,0.76149425,Olivia M. Pereira-Smith,0.15
C Redmond,7.130098,Zheng Zhang,587.235089,Don W. Fawcett,1.1983305,Olivia Harris,0.15,James I. Cleeman,3.511887672,David W. Hosmer,242.8423145,Harold Weintraub,0.7434955,Olivia Harris,0.15
John G. Kirkwood,7.057047221,Harry Smith,571.8986665,Carroll M. Williams,1.18583125,Olivia M. Martinez,0.15,Marjorie B. Lees,3.498777774,John H. Holland,239.0763385,Naoufal Zamzami,0.74247125,Olivia M. Martinez,0.15
Rebecca DerSimonian,6.79543294,Marshall N. Rosenbluth,564.7682715,Leland H. Hartwell,1.18340025,Olivia Kershaw,0.15,Rebecca DerSimonian,3.48056826,Charles Watson,233.781068,M. P. Austin,0.7257475,Olivia Kershaw,0.15
Marjorie B. Lees,6.774530087,John H. Holland,537.4055475,Norman K. Wessells,1.160225,Olivia Keiser,0.15,Kenneth J. Livak,3.472142449,George Paxinos,233.781068,Marianne Kearney,0.723869,Olivia Keiser,0.15
Terrence S. Furey,6.727183068,Jeffrey H Miller,535.1492055,R. J. Winchester,1.158814,Olivia Pagani,0.15,Jacques Ferlay,3.454670256,J Martin Bland,225.298561,John C. Cassel,0.7180805,Olivia Pagani,0.15
Eli Robins,6.702421125,Miller Ja,535.1492055,Michael VonKorff,1.1581425,Olivia Reinaud,0.15,Folke Skoog,3.38962853,Douglas G. Altman,225.298561,Arthur Purdy Stout,0.713091,Olivia Reinaud,0.15
Richard Helm,6.676928386,J. F. A. P. Miller,535.1492055,Nikola P. Pavletich,1.150977,Olivia I. Okereke,0.15,Jane Peterson,3.377161673,F. Smith,222.301036,Gary Struhl,0.712105,Olivia I. Okereke,0.15
I. M. Stratton,6.603055173,Joseph O. Hirschfelder,517.772613,Sidney Udenfriend,1.146778,Olivia Hurtado,0.15,Daniel Kahneman,3.34817184,Gary G. Koch,213.870617,Richard Tizard,0.7109065,Olivia Hurtado,0.15
Josep F. Abril,6.522288028,J. S. Bell,516.3479195,Lawrence Garfinkel,1.146268,Olivia Gosseries,0.15,Saul A. Teukolsky,3.339353111,Mary Osborn,207.8681125,Pascal Haffter,0.700426,Olivia Gosseries,0.15
Julie D. Thompson,6.514283382,Stanley Lemeshow,493.9296625,Corey S. Goodman,1.136136,Olivia Carter-Pokras,0.15,Steven E. Scherer,3.316766955,Klaus Weber,207.8681125,M Klagsbrun,0.695972,Olivia Carter-Pokras,0.15
R. A. Fisher,6.491161795,David W. Hosmer,493.9296625,Albert J. Belanger,1.12747875,Oliver Y. Gutiérrez,0.15,Kara Dolinski,3.297050432,Andrew P. Feinberg,207.7609785,David J. Dooling,0.6931755,Oliver Y. Gutiérrez,0.15
Katherine M. Flegal,6.442795939,S. Chandrasekhar,488.643691,Tom Maniatis,1.1256895,Olivia Fromigué,0.15,LaDeana W. Hillier,3.287995624,Bert Vogelstein,207.7609785,Jerome Vinograd,0.6909655,Olivia Fromigué,0.15
Daniel Kahneman,6.386626882,Geoffrey E. Hinton,484.6708505,Richard Tizard,1.12429975,Olivia Steele-Mortimer,0.15,Webb Miller,3.259007231,Nathan O. Kaplan,205.7042845,Lynn A. G. Ries,0.68925275,Olivia Steele-Mortimer,0.15
Joseph L. Fleiss,6.289152448,Mary Osborn,481.6988,Daniel McGee,1.12325,Olivier Adotevi,0.15,Sean R. Eddy,3.257823302,Edward A. Dennis,205.7042845,Don W. Fawcett,0.6883645,Olivier Adotevi,0.15
Russell Higuchi,6.220269333,Klaus Weber,481.6988,Max H. Myers,1.120224,Olivia Fletcher,0.15,Nicoletta Sacchi,3.257767319,Sidney P. Colowick,205.7042845,Jérôme Giraudat,0.68791825,Olivia Fletcher,0.15
B. G. Barrell,6.163210369,Julie D. Thompson,477.5991395,Akira Nagafuchi,1.11869825,Olivier Alard,0.15,Susan E. Folstein,3.244890217,Aaron T. Beck,204.983765,F. W. Alt,0.68711925,Olivier Alard,0.15
Michael C. Wendl,6.14578354,Desmond G. Higgins,477.5991395,Richard R. Hudson,1.1163225,Olivier Andreoletti,0.15,Deanna M. Church,3.243110701,James Kennedy,202.9720445,Kim Nasmyth,0.683936,Olivier Andreoletti,0.15
E. Kellenberger,6.140783644,Toby J. Gibson,477.5991395,Jeffrey M. Piehler,1.115668,Olivia García-Suárez,0.15,John E. Ware,3.169620824,Marshall N. Rosenbluth,201.8539885,J. D. A. Van Embden,0.6836215,Olivia García-Suárez,0.15
John H. Holland,6.11030093,C. N. R. Rao,475.525284,William B. Kannel,1.1088765,A A Pitsillides,0.15,Margaret D. Carroll,3.168385478,David G. Lowe,200.10961,Patrick Brill-Edwards,0.6813775,A A Pitsillides,0.15
James I. Cleeman,6.094596787,Wang,471.761399,Stanford Moore,1.1083835,Oliver Wrong,0.15,Marilyn Bergner,3.167795641,Jacob Cohen,196.2929145,Joan Cornoni-Huntley,0.676575,Oliver Wrong,0.15
N. E. Day,6.005238168,P. J. Flory,465.2436755,William P. Castelli,1.1062245,Oliver Ullrich,0.15,A. L. Hodgkin,3.155069731,Patricia Cohen,196.2929145,P De Camilli,0.6737275,Oliver Ullrich,0.15
John E. Ware,5.971838606,F. Smith,461.4562115,Earl W. Sutherland,1.10302425,Oliver Tschauner,0.15,Torsten N. Wiesel,3.127103278,Linus Pauling,193.2518695,Joseph L. Goldstein,0.669605,Oliver Tschauner,0.15
Parkhurst A. Shore,5.958040172,Myunghee C. Paik,454.563774,V. G. Allfrey,1.097393,Oliver Trapp,0.15,Marshal F. Folstein,3.109436192,Harry Smith,190.8550395,Joan Massagué,0.668823,Oliver Trapp,0.15
Felsenfeld Al,5.876095884,Joseph L. Fleiss,454.563774,Abraham Kagan,1.09588,Oliver Thomusch,0.15,Tobias Doerks,3.096030786,John M. Chirgwin,189.6461865,Hugh R.B. Pelham,0.667701,Oliver Thomusch,0.15
Michael C. Zody,5.869607379,Bruce Levin,454.563774,J. D. A. Van Embden,1.094656,Oliver Thomas,0.15,Catherine A. Ball,3.084877131,Raymond J. MacDonald,189.6461865,Daniel McGee,0.6669275,Oliver Thomas,0.15
Toby J. Gibson,5.78559179,Benoit B. Mandelbrot,454.172825,Allan C. Wilson,1.090848,Oliver Thews,0.15,David P. Bartel,3.083369166,William J. Rutter,189.6461865,Srinivasa M. Srinivasula,0.66376975,Oliver Thews,0.15
LaDeana W. Hillier,5.776614942,Bert Vogelstein,432.126715,P. F. Scholander,1.08908,Oliver T. Wolf,0.15,Russell Higuchi,3.061445695,Tim R. Mosmann,187.29722,David S. Hogness,0.66006375,Oliver T. Wolf,0.15
David A. Hungerford,5.757985173,Andrew P. Feinberg,432.126715,David R. Redwood,1.0806225,Oliver T. Keppler,0.15,B. G. Barrell,3.058143131,Charles R. Johnson,187.1728225,Michael L. Frigge,0.65845725,Oliver T. Keppler,0.15
P. Armitage,5.709226519,Ed Harlow,429.0507435,J.Ward Kennedy,1.0778855,Oliver T. Fackler,0.15,Renaud Capdeville,3.052902545,Myunghee C. Paik,185.847375,James H. Jandl,0.65821925,Oliver T. Fackler,0.15
Steven E. Scherer,5.682538882,David Lane,429.0507435,M. Lois Murphy,1.073865,Oliver T. Bruns,0.15,Mark T. Ross,3.043689981,Bruce Levin,185.847375,Paulson Jc,0.657178,Oliver T. Bruns,0.15
Nicoletta Sacchi,5.666109856,J Martin Bland,425.559343,Lynn A. G. Ries,1.07377575,Oliver Stumper,0.15,Aravind Subramanian,3.023182817,Joseph L. Fleiss,185.847375,William B. Kannel,0.6556735,Oliver Stumper,0.15
Edwin M. Southern,5.63638177,Douglas G. Altman,425.559343,Richard B. Shekelle,1.0713915,Oliver Strohm,0.15,Todd M. Lowe,2.996264582,Sumio Iijima,185.7995285,Allan C. Wilson,0.65446225,Oliver Strohm,0.15
Webb Miller,5.628769208,Charles R. Johnson,419.8162415,N. Raphael Shulman,1.067983,Oliver Stork,0.15,Richard H. Creech,2.973903865,John P. Perdew,184.5760725,Laurie Davidson,0.653149,Oliver Stork,0.15
Kara Dolinski,5.621880538,John Matthews,419.2280075,Jeremy D. Selengut,1.0658835,Oliver Stoeltzing,0.15,Granger G. Sutton,2.954710519,Kieron Burke,184.5760725,Jun Song Chen,0.652758,Oliver Stoeltzing,0.15
Geoffrey E. Hinton,5.574407764,P. Armitage,419.2280075,Betty J. Flehinger,1.06508025,Oliver Stiedl,0.15,Michael B. Eisen,2.942966503,Thomas D. Schmittgen,183.976406,R W Mahley,0.6490265,Oliver Stiedl,0.15
Nathan Mantel,5.570693868,Aaron T. Beck,418.2275405,Lucinda Fulton,1.0616335,Oliver Stich,0.15,Kevin McKernan,2.93669168,Kenneth J. Livak,183.976406,Norman K. Wessells,0.642524,Oliver Stich,0.15
Nan M. Laird,5.563993464,James Kennedy,418.1180095,John W. Newport,1.053176,Oliver Steinbock,0.15,Martin Gibson,2.912907393,Ronald L. Rivest,176.6004375,James I. Cleeman,0.641334,Oliver Steinbock,0.15
Jane Peterson,5.561131812,Tetsuo Maita,414.5373335,James G. Hirsch,1.0509405,Oliver Steigelmann,0.15,Ellen E. Walters,2.885988774,Robert Tibshirani,173.5095145,M. A. Fiatarone,0.6407135,Oliver Steigelmann,0.15
Susan E. Folstein,5.552500623,Gerhard Braunitzer,414.5373335,A E Weyman,1.04761275,Oliver Stegle,0.15,Martin Ringwald,2.880284093,Weitao Yang,172.8658435,Carol Churcher,0.638461,Oliver Stegle,0.15
Deanna M. Church,5.552075318,Genji Matsuda,414.5373335,D. R. Curtis,1.04599775,Oliver Speck,0.15,Edward J. Roccella,2.870755858,Robert G. Parr,172.8658435,Marek Kubin,0.63773425,Oliver Speck,0.15
Marshal F. Folstein,5.55098108,Naruya Saitou,410.3333695,M Klagsbrun,1.0452795,Oliver Tüscher,0.15,Richard Helm,2.865680566,Miller Ja,170.187604,Gerald M. Rubin,0.636727,Oliver Tüscher,0.15
David S. Johnson,5.546929501,Masatoshi Nei,410.3333695,David H. Culver,1.044285,Oliver Valerius,0.15,Jeffrey C. Lee,2.854716414,Jeffrey H Miller,170.187604,Richard D. Klausner,0.634721,Oliver Valerius,0.15
Renaud Capdeville,5.539595759,William Haenszel,409.5917785,John G. Kirkwood,1.03931675,Oliver Witzke,0.15,Tim R. Mosmann,2.851627891,J. F. A. P. Miller,170.187604,William P. Castelli,0.632817,Oliver Witzke,0.15
Tavia Gordon,5.535141971,Nathan Mantel,409.5917785,Paulson Jc,1.0351815,Oliver Vonend,0.15,Leon Festinger,2.842042969,Benoit B. Mandelbrot,169.301853,D. C. Van Essen,0.632783,Oliver Vonend,0.15
Sean R. Eddy,5.530374625,Richard M. Karp,408.6788785,Dennis Slone,1.029002,Oliver Wirths,0.15,John P. Huelsenbeck,2.83458305,Amos Tversky,168.206543,E. P. Greenberg,0.6324005,Oliver Wirths,0.15
Catherine A. Ball,5.498627444,Robert D. Braun,400.4299005,M. P. Austin,1.0264095,Oliver Wildner,0.15,Timothy Fennell,2.83350533,Daniel Kahneman,168.206543,Jonathan A. Raper,0.6298845,Oliver Wildner,0.15
R W Davis,5.494681391,Jacob Cohen,400.056555,Solomon A. Berson,1.018632,Olivier Barthelemy,0.15,Stephen T. Sherry,2.83062494,Geoffrey E. Hinton,165.7765035,P Leder,0.629859,Olivier Barthelemy,0.15
Sidney J. Cutler,5.48114475,Gary G. Koch,399.5654675,David J. Dooling,1.0181305,Oliver Wieben,0.15,Thomas R. Dawber,2.830430885,Donald Geman,162.707485,Peter J. Savage,0.6298505,Oliver Wieben,0.15
Richard H. Creech,5.479562873,L. H. Bennett,399.4594725,F. W. Alt,1.016677,Oliver Wessely,0.15,Wayne J. Higgins,2.82396842,Cathy D. Sherbourne,157.301485,Ulrich K. Laemmli,0.628346,Oliver Wessely,0.15
Qui-Lim Choo,5.474031635,Donald Geman,390.8872905,Philip J. Held,1.0130135,Oliver Werzer,0.15,Parnesh Raniga,2.809702417,John E. Ware,157.301485,George K. Aghajanian,0.62597025,Oliver Werzer,0.15
J. Gillis,5.464086372,Raymond J. MacDonald,383.3882845,Robert A. Rosati,1.00922675,Oliver Werz,0.15,Jane G. Schaller,2.7950247,Isaac L. Chuang,157.296011,Uwe Schönbeck,0.6227275,Oliver Werz,0.15
Margaret D. Carroll,5.453607817,John M. Chirgwin,383.3882845,Colin Feyerabend,1.0089165,Oliver Welz,0.15,Carl-Magnus Rudenstam,2.78975643,Robert I. Levy,153.991194,R. J. Winchester,0.6213165,Oliver Welz,0.15
Elizabeth Lacy,5.45360511,William J. Rutter,383.3882845,Marianne Kearney,1.0068595,Oliver Weigert,0.15,Nj Bell,2.781075676,William T. Friedewald,153.991194,S L Kunkel,0.619115,Oliver Weigert,0.15
William Haenszel,5.410531541,Charles Watson,379.2008445,Paul J. Flory,0.996549,Oliver Weichenrieder,0.15,R W Davis,2.769398201,Donald S. Fredrickson,153.991194,Earl W. Sutherland,0.616786,Oliver Weichenrieder,0.15
Anthony R. Kerlavage,5.402233712,George Paxinos,379.2008445,Gary Struhl,0.9956225,Oliver Warschkow,0.15,John H. Holland,2.76410351,George Scatchard,153.51703,Lily Y. Jan,0.61452925,Oliver Warschkow,0.15
David G. Lowe,5.344118407,George A. Miller,374.6402375,Henry G. Kunkel,0.992588,Oliver Waldmann,0.15,David J. Dooling,2.760636836,William Haenszel,152.325704,B. G. Barrell,0.613675,Oliver Waldmann,0.15
D. R. Cox,5.315893776,Jacob N. Israelachvili,374.0272175,Joan Cornoni-Huntley,0.9882275,Oliver Waidmann,0.15,David R. Bentley,2.755598351,Nathan Mantel,152.325704,Lawrence Garfinkel,0.61344125,Oliver Waidmann,0.15
F. Sanger,5.309912968,Sumio Iijima,371.6377995,Naoufal Zamzami,0.9867485,Oliver Wagner,0.15,Thomas D. Schmittgen,2.750627568,Shelley E. Taylor,151.991399,David H. Culver,0.6104875,Oliver Wagner,0.15
Kenneth J. Livak,5.266744856,John D. Ferry,367.272956,Yvonne Stirling,0.98353125,Oliver W. Sakowitz,0.15,Robert C. Onofrio,2.750028908,Susan T. Fiske,151.991399,Abraham Kagan,0.608966,Oliver W. Sakowitz,0.15
Michael L. Watson,5.260505382,Patricia Cohen,366.8461795,B. G. Barrell,0.979396,Oliver W. M. Rauhut,0.15,Patrick O. Brown,2.746449602,D. Taylor,151.991399,Elizabeth D. Hay,0.607606,Oliver W. M. Rauhut,0.15
Mark T. Ross,5.214497897,P. G. Smith,366.289812,L.L.M. van Deenen,0.9780785,Oliver W. Jones,0.15,Ian Korf,2.744509842,Daniel L. Schacter,151.991399,W. Michael O'Fallon,0.60509,Oliver W. Jones,0.15
Martin Gibson,5.204725661,Malcolm C. Pike,366.289812,Gerald M. Rubin,0.97705,Oliver W. Howarth,0.15,N. E. Day,2.738962955,John M. Darley,151.991399,Arian Smit,0.60352175,Oliver W. Howarth,0.15
Michael B. Eisen,5.184005957,Julian Peto,366.289812,P De Camilli,0.974857,Oliver W. Hakenberg,0.15,Karen O'Rourke,2.73691967,Mark R. Rosenzweig,151.991399,John R. Glenney,0.60309675,Oliver W. Hakenberg,0.15
Tobias Doerks,5.169363384,David R. Cox,366.289812,R W Mahley,0.9742875,Olivier Baron,0.15,David G. Lowe,2.727037432,Robert J. Sternberg,151.991399,Arthur M. Sobol,0.6007295,Olivier Baron,0.15
David R. Cox,5.163874163,Richard Peto,366.289812,Joseph L. Goldstein,0.9712275,Olivier Berger,0.15,Richard R. Copley,2.722041727,Ross L. Prentice,151.6267575,Demetrios Papahadjopoulos,0.6001005,Olivier Berger,0.15
Michael R. Hee,5.147980875,Robert Tibshirani,362.474264,George Brawerman,0.97099375,Olivier Basset,0.15,Gavin Sherlock,2.71615255,C. N. R. Rao,150.6326145,Keaven M. Anderson,0.598851,Olivier Basset,0.15
Granger G. Sutton,5.108430175,David G. Lowe,359.1655795,James M. Woodruff,0.97001625,Olivier Chinot,0.15,Mary Burden,2.684372295,David A. Drachman,149.271042,G Blobel,0.5980605,Olivier Chinot,0.15
Jacques Ferlay,5.102005956,Ross L. Prentice,354.0073035,Demetrios Papahadjopoulos,0.9686095,Olivier David,0.15,Cynthia L. Ogden,2.677672062,Robert Katzman,149.271042,Frank E. Speizer,0.5976015,Olivier David,0.15
Tetsuo Maita,5.087498087,William H. Stein,349.4215705,Richard G. Wyatt,0.9682355,Olivier Danos,0.15,Joseph L. Fleiss,2.672227106,Donald L. Price,149.271042,Helen Rayburn,0.595349,Olivier Danos,0.15
Todd M. Lowe,5.065050276,Stanford Moore,349.4215705,K. R. Chan,0.9661275,Olivier Dangles,0.15,Lars Hedin,2.667606799,Guy M. McKhann,149.271042,Richard B. Shekelle,0.59449475,Olivier Dangles,0.15
Peter W. J. Rigby,5.04860542,R. Mead,348.522449,Richard D. Klausner,0.95903,Olivier D. Christophe,0.15,Sidney P. Colowick,2.666990604,P. Armitage,149.0603015,G. D. Farquhar,0.59294775,Olivier D. Christophe,0.15
Richard M. Karp,5.045439966,Daniel Kahneman,346.8743755,Robert P. Perry,0.95735125,Olivier Cuvillier,0.15,Jill P. Mesirov,2.664656141,John Matthews,149.0603015,Thomas Jenuwein,0.5915665,Olivier Cuvillier,0.15
David L. Donoho,5.009885277,Amos Tversky,346.8743755,Frank T. Lindgren,0.9570835,Olivier Cussenot,0.15,Jeremy Peterson,2.658280847,Malcolm C. Pike,142.709671,Max H. Myers,0.5907505,Olivier Cussenot,0.15
Parnesh Raniga,4.999071815,George Scatchard,345.217411,James I. Cleeman,0.956378,Olivier Coux,0.15,Victor R. Ambros,2.657278335,Julian Peto,142.709671,Robin B. Foster,0.590504,Olivier Coux,0.15
Carl-Magnus Rudenstam,4.9955287,Kazuo Nakamoto,343.735232,Bernard B. Brodie,0.9554005,Olivier Coulon,0.15,Anthony R. Kerlavage,2.652930091,David R. Cox,142.709671,Sandra Melnick,0.5893055,Olivier Coulon,0.15
Martin Ringwald,4.98573738,Donald R. Huffman,343.6025215,E. P. Greenberg,0.954984,Olivier Coulembier,0.15,Sergey V. Morozov,2.650490921,Richard Peto,142.709671,Ellson Y. Chen,0.588294,Olivier Coulembier,0.15
Jane G. Schaller,4.9780322,Ralph E. Johnson,343.32883,John W. Pickren,0.9546015,Olivier Corminboeuf,0.15,G. E. Palade,2.641577263,P. G. Smith,142.709671,Scott D. Emr,0.5880475,Olivier Corminboeuf,0.15
Kevin McKernan,4.96756846,Richard Helm,343.32883,Sandra Melnick,0.953998,Olivier Corcos,0.15,Amy E. Pasquinelli,2.613471873,Randall K. Saiki,142.554784,Joseph P. Miletich,0.587631,Olivier Corcos,0.15
Nj Bell,4.965918037,Ingrid Daubechies,338.529271,Elliot W. Strong,0.953437,Olivier Coqueret,0.15,David L. Donoho,2.609083467,David H. Gelfand,142.554784,Ross Jakes,0.5872655,Olivier Coqueret,0.15
