avg_PR,avg_PR_val,max_PR,max_PR_val,median_PR,median_PR_val,min_PR,min_PR_val,avg_AR,avg_AR_val,max_AR,max_AR_val,median_AR,median_AR_val,min_AR,min_AR_val
Thomas J. Dull,3.450225029,A C Burden,186.988058,A. M. Gronenborn,0.72739225,Oliver Martinez,0.15,Walter Gilbert,1.866736137,Christopher B. Burge,100.363912,N. M. Le Douarin,0.478916,Oliver Martinez,0.15
Fuli Yu,3.449693964,Simon L. Howell,186.988058,E M Scolnick,0.72504625,Oliver M. Weber,0.15,Thomas J. Dull,1.86506508,Thomas A. Jones,100.363912,John F. Annegers,0.4783125,Oliver M. Weber,0.15
Hamilton O. Smith,3.446847745,M Richard,186.988058,Richard S. Lazarus,0.723852,Oliver M. Steinmetz,0.15,Michael P. Bevilacqua,1.864878679,LaDeana W. Hillier,100.363912,Harold T. Dodge,0.478185,Oliver M. Steinmetz,0.15
Thomas E. Carew,3.440910019,Eva M. Kohner,186.988058,Verner Schomaker,0.7237415,Oliver M. Sieber,0.15,Hailing Hsu,1.864339981,William Morris,100.363912,Eugene R. Passamani,0.478168,Oliver M. Sieber,0.15
William A. Knaus,3.440177564,John Yudkin,186.988058,Paul A. Blake,0.72341,Oliver M. Schlüter,0.15,Joseph D. Mosca,1.863673574,Raymond M. Wheeler,100.363912,Paul Tempst,0.4773095,Oliver M. Schlüter,0.15
B. E. Warren,3.438710462,David R. McCance,186.988058,Charles J. MacLean,0.7233335,Oliver Lindqvist,0.15,Charles Atkinson,1.86364216,David L. Nelson,100.363912,Wallace H. Clark,0.4772925,Oliver Lindqvist,0.15
K Sakai,3.438323909,Sj Wilson,186.988058,A Grinvald,0.723189,Oliver Liesenfeld,0.15,John M. Chirgwin,1.861727146,Wonhee Jang,100.363912,C H Heldin,0.4766975,Oliver Liesenfeld,0.15
Maynard V. Olson,3.437737305,Sidney C. Smith,186.988058,Alfred G. Gilman,0.722628,Olivier Dulieu,0.15,Fred Ederer,1.86149625,Alan Williams,100.363912,Betty J. Flehinger,0.475907,Olivier Dulieu,0.15
Robert J. Dodson,3.437076792,Mary Burden,186.988058,Richard Breathnach,0.721659,Olivier Elemento,0.15,Andrew P. Holmes,1.860991099,William Saurin,100.363912,Robert A. Rosati,0.47571575,Olivier Elemento,0.15
Keith Nelson,3.435569922,B. Davis,186.988058,Gary Buell,0.72160375,Olivier Duron,0.15,Kristin Ardlie,1.860688949,Glen A. Evans,100.363912,H. Holtzer,0.4755925,Olivier Duron,0.15
David W. Tank,3.434190946,Hans-Gerd Lipinski,186.988058,Pramod C. Sogani,0.7215825,Olle Björk,0.15,Robert F. Meenan,1.856886574,Karsten Hokamp,100.363912,Robert D. Terry,0.475584,Olle Björk,0.15
Todd D. Taylor,3.429961725,C Rose,186.988058,Mary Betty Stevens,0.721506,Olle Sangfelt,0.15,Donald Geman,1.855135757,Maynard V. Olson,100.363912,Donald R. Senger,0.475295,Olle Sangfelt,0.15
G. Flandrin,3.424576523,E Thomson,186.988058,Dixie E. Snider,0.72095775,Olle Ringdén,0.15,Kazuto Kato,1.854738827,Helmut Blöcker,100.363912,Rosa S. P. Beddington,0.4752015,Olle Ringdén,0.15
J. G. Bednorz,3.417712212,Jim Mann,186.988058,Gerhard L. Closs,0.7206305,Olle Pellmyr,0.15,Ewan Birney,1.853493466,David Haussler,100.363912,R M Zinkernagel,0.47511225,Olle Pellmyr,0.15
Howard K. Schachman,3.416510758,J Clarke,186.988058,Ephraim Katchalski,0.72020975,Olle Olerup,0.15,Bruce Culleton,1.853133409,Hidemi Watanabe,100.363912,Morten Hentzer,0.474649,Olle Olerup,0.15
Steven H. Strogatz,3.41640522,J Burns,186.988058,Robert J. Garrison,0.71967,Olle Nilsson,0.15,Douglas P. Wagner,1.851901827,Yasushi Totoki,100.363912,Masatoshi Nei,0.4745895,Olle Nilsson,0.15
William H. Majoros,3.411065375,Aileen Robertson,186.988058,John T. Finch,0.71916,Olle Nerman,0.15,Bigger Jt,1.851478852,Lee Rowen,100.363912,Melville R. Klauber,0.4744875,Olle Nerman,0.15
Ed Harlow,3.410461838,Richard C. Eastman,186.988058,Thomas Y. Shih,0.7179785,Olle Melander,0.15,Maynard V. Olson,1.851161184,Anne S. Olsen,100.363912,Charles J. MacLean,0.47431325,Olle Melander,0.15
H. Craig,3.40971175,Nj Bell,186.988058,John W. M. Rudd,0.717528,Olle Matsson,0.15,Hoda Khouri,1.846858877,Huanming Yang,100.363912,Martin E. Hemler,0.4742155,Olle Matsson,0.15
Steven D. Averbuch,3.408956,Ziyah Mehta,186.988058,J. T. Parsons,0.71723475,Olle Lindvall,0.15,A. R. Hunt,1.842269693,George M. Weinstock,100.363912,Nael Martini,0.4738245,Olle Lindvall,0.15
Robert E. Kleiger,3.407837575,M Fernandez,186.988058,Nairn Ac,0.71721775,Olle Larsson,0.15,Karsten Hokamp,1.840450765,Chad Nusbaum,100.363912,al. et,0.47320825,Olle Larsson,0.15
Zoltán N. Oltvai,3.406129616,Robert Gregory,186.988058,Joseph L. Fleiss,0.71627,Olle Larm,0.15,Leland H. Hartwell,1.837089015,Jennifer Baldwin,100.363912,Pius Loetscher,0.473153,Olle Larm,0.15
Martine Van Glabbeke,3.405704478,R. Willox,186.988058,Edward D. Bird,0.7162275,Olle Kämpe,0.15,Peter J. Turnbaugh,1.832793095,Peer Bork,100.363912,Lowell H. Ericsson,0.47305525,Olle Kämpe,0.15
J Burns,3.4047817,I. M. Stratton,186.988058,McGarry Jd,0.71592575,Olle Korsgren,0.15,William R. Pearson,1.831471776,Simon G. Gregory,100.363912,Marc W. Kirschner,0.4730255,Olle Korsgren,0.15
Lee A. Green,3.402524375,Richard C. Strange,186.988058,N. Ronald Morris,0.715454,Olle Isaksson,0.15,D Nelson,1.831371565,Susan L. Naylor,100.363912,Sally H. Zigmond,0.4718185,Olle Isaksson,0.15
Amos Marc Bairoch,3.39874683,Dj Brown,186.988058,Walton L. Fangman,0.7152925,Olle Inganäs,0.15,F. Schedin,1.821578962,L. Aravind,100.363912,George A. Reichard,0.4714105,Olle Inganäs,0.15
Loren F. Hiratzka,3.3975621,Michael Marmot,186.988058,Judson J. Van Wyk,0.715267,Olle Hernell,0.15,Vincent Ferretti,1.820164121,Jeremy Schmutz,100.363912,Joel M. Dalrymple,0.471249,Olle Hernell,0.15
Sarah E. Fowler,3.392647519,M Hoyle,186.988058,K. P. Campbell,0.7148335,Olle Heinonen,0.15,Andreas Thess,1.818659271,Stephan Beck,100.363912,E. S. Dennis,0.471096,Olle Heinonen,0.15
Anup Madan,3.389459022,J Holmes,186.988058,Sylvia Hoffstein,0.7142215,Olle Heby,0.15,Argiris Efstratiadis,1.818377571,Yuri I. Wolf,100.363912,Ralph J. Coates,0.4710535,Olle Heby,0.15
Cole Trapnell,3.3868374,D. R. Matthews,186.988058,Peter C. Pairolero,0.71415775,Olle Eriksson,0.15,David L. Sackett,1.815481634,Jeffrey A. Bailey,100.363912,John Doebley,0.4706285,Olle Eriksson,0.15
Arthur Purdy Stout,3.385271189,R. J. Young,186.988058,K Matsushima,0.713414,Olle Stendahl,0.15,Emily Bernstein,1.814733028,Steven E. Scherer,100.363912,Wesley M. Brown,0.470059,Olle Stendahl,0.15
Lore Zech,3.383516605,A. McGuire,186.988058,N. E. Day,0.71306125,Olle Stål,0.15,Wonhee Jang,1.8140467,Jörg Schultz,100.363912,S Falkow,0.4698805,Olle Stål,0.15
Jacob Cohen,3.382596657,D. R. Hadden,186.988058,Marc van de Wetering,0.71175225,Olle Svensson,0.15,Amos Marc Bairoch,1.809484991,Norman A. Doggett,100.363912,R E Humbel,0.469872,Olle Svensson,0.15
Daniel W. Bradley,3.381778177,C. J. Bulpitt,186.988058,Carl-Magnus Rudenstam,0.71136975,Olli Kallioniemi,0.15,Sidney C. Smith,1.808327567,Susan Lucas,100.363912,Peter D. Wood,0.469821,Olli Kallioniemi,0.15
Russell Ross,3.378671417,Laurence Kennedy,186.988058,Patricia W. Wahl,0.71130175,Olli Ritvos,0.15,Mark F. Pittenger,1.802712182,Serafim Batzoglou,100.363912,Clare Lister,0.4697445,Olli Ritvos,0.15
Réka Albert,3.376859806,Richard H. Chapman,186.988058,Klaus Hahlbrock,0.71112325,Olli Polo,0.15,Jillian Boreham,1.802675425,Andrew J. Mungall,100.363912,Jean-Roger Le Gall,0.46953625,Olli Polo,0.15
William Saurin,3.376020047,Richard Stevens,186.988058,Richard O. Russell,0.710745,Olli Pietiläinen,0.15,Elia Stupka,1.802655467,Lucinda Fulton,100.363912,Judson J. Van Wyk,0.4695065,Olli Pietiläinen,0.15
J Graham,3.373583433,J Wilson,186.988058,JoAnn Coleman,0.710575,Olli P. Heinonen,0.15,Scott Shenker,1.802307758,Nicola Mulder,100.363912,C. B. Field,0.4693535,Olli P. Heinonen,0.15
I. V. Grigorieva,3.37342973,P. M. Bell,186.988058,Samuel A. Latt,0.7101245,Olli Orama,0.15,W. Brian Arthur,1.801151375,Takehiko Itoh,100.363912,Lars Brattström,0.468818,Olli Orama,0.15
Susan G. Arbuck,3.365225984,Donald Pearson,186.988058,Marco Baggiolini,0.7096315,Olli Meurman,0.15,F. Sanger,1.801098065,Kim C. Worley,100.363912,Seymour J. Klebanoff,0.46869475,Olli Meurman,0.15
Paul T. Spellman,3.360334888,Carol J. Lovatt,186.988058,T. M. L. Wigley,0.7093935,Olli Lohi,0.15,Donald D. Newmeyer,1.799161221,Carrie Sougnez,100.363912,Eli Canaani,0.4677045,Olli Lohi,0.15
Bigger Jt,3.35748557,Norman Waugh,186.988058,Stephanie J. Ventura,0.70898125,Olli Koskimies,0.15,Roland Heilig,1.798583905,Robert H. Waterston,100.363912,Zanvil A. Cohn,0.46767475,Olli Koskimies,0.15
Sj Wilson,3.354241852,M Anderson,186.988058,John E. McNeal,0.7085945,Olli Ikkala,0.15,J. J. Hopfield,1.797077287,Catherine Robert,100.363912,Francine Brière,0.467662,Olli Ikkala,0.15
Daniel I. Arnon,3.349236065,George L. King,186.988058,David M. Kipnis,0.7078635,Olle Söder,0.15,Myunghee C. Paik,1.795544292,Nobuyoshi Shimizu,100.363912,Morgan Sheng,0.46723275,Olle Söder,0.15
Jeremy White,3.348716747,David J. Spiegelhalter,186.988058,Thomas Edlund,0.707821,Olli H. Laitinen,0.15,Claudia A. Seipp,1.795415331,Jill P. Mesirov,100.363912,Lori Hutwagner,0.4669055,Olli H. Laitinen,0.15
Paul E. Meehl,3.343644875,Andrew Neil,186.988058,Thomas M. Jessell,0.707821,Olli Gröhn,0.15,Sidney J. Cutler,1.795051042,Paul Predki,100.363912,Ghia Euskirchen,0.4668715,Olli Gröhn,0.15
M. G. Bawendi,3.333680284,Meade Tw,186.988058,James W. Posakony,0.7068775,Olli Eskola,0.15,Andrew H. Wyllie,1.791317026,Donna M. Muzny,100.363912,Jean-Marie Cornuet,0.466778,Olli Eskola,0.15
John A. Pople,3.331106227,D Nelson,186.988058,Margaret B. Davis,0.705917,Olli Carpén,0.15,Zemin Ning,1.789844231,Paul Richardson,100.363912,David W. Meinke,0.46653575,Olli Carpén,0.15
Carrie Sougnez,3.327887714,Anne Dornhorst,186.988058,Ian M. Kerr,0.70541125,Olli A. Jänne,0.15,Donald R. Huffman,1.789320661,Tobias Doerks,100.363912,Costan W. Berard,0.46640825,Olli A. Jänne,0.15
Robert P. Abelson,3.326017327,A Wilson,186.988058,J. L. Hoard,0.70537725,Olle Zetterström,0.15,Hartmut Land,1.787728582,Michael L. Metzker,100.363912,Edwin H. Eylar,0.466268,Olle Zetterström,0.15
Raymond D. Miller,3.325569833,C Fox,186.988058,Gordon M. Tomkins,0.7052115,Olle Teleman,0.15,Stephen E. Haynesworth,1.78351983,Eric S. Lander,100.363912,Anita B. Roberts,0.466115,Olle Teleman,0.15
Michael Feolo,3.324938962,Martin Gibson,186.988058,Lars Brattström,0.7046165,Olle Söderman,0.15,Ramon Parsons,1.782819874,Mark T. Ross,100.363912,George A. Kaplan,0.46587275,Olle Söderman,0.15
Michele Cargill,3.321620068,Stephen J. Aldington,186.988058,Timothy Fennell,0.704234,Olle Björneholm,0.15,Katherine S. Elliott,1.781482096,Francis S. Collins,100.363912,Henry J. Norris,0.465758,Olle Björneholm,0.15
Herbert W. Boyer,3.313621636,D Wright,186.988058,Ali Hemmati-Brivanlou,0.70376225,Olke C. Uhlenbeck,0.15,William J. Henzel,1.780030438,Trevor Hawkins,100.363912,Joel D. Meyers,0.46571975,Olke C. Uhlenbeck,0.15
Norman Arnheim,3.313534503,Connie L. Davis,186.988058,Philip J. Fialkow,0.703129,Olli S. Miettinen,0.15,D. C. Van Essen,1.779657913,Richard Durbin,100.363912,J. Ieuan Harris,0.4655795,Olli S. Miettinen,0.15
Julian Peto,3.309646231,H. Keen,186.988058,Michael J. Chamberlin,0.7030695,Oljan Repic,0.15,Rodney M. Hewick,1.779551691,Lucy Matthews,100.363912,Miriam J. Alter,0.465435,Oljan Repic,0.15
W. Richard McCombie,3.30922825,S Clarke,186.988058,Vishva M. Dixit,0.701786,Olivier Thierry Rutschmann,0.15,Allan M. Skene,1.779306239,Kevin McKernan,100.363912,Daniel H. Haft,0.465044,Olivier Thierry Rutschmann,0.15
George Kuo,3.306700804,J Graham,186.988058,Carl O. Pabo,0.70151825,Olivier Thibault,0.15,Zhaodan Cao,1.777254032,Ken Dewar,100.363912,Neil M. H. Graham,0.46485275,Olivier Thibault,0.15
Deborah Estrin,3.297298711,R Price,186.988058,McBride Ow,0.7012505,Olivier Thaunat,0.15,Guy Plunkett,1.774660811,Terrence S. Furey,100.363912,E. M. De Robertis,0.4647805,Olivier Thaunat,0.15
Barth Hoogstraten,3.291831329,Peter F. Sharp,186.988058,Alden V. Loud,0.70124625,Olivier Thas,0.15,Alastair Kent,1.773954373,Eric Pelletier,100.363912,Duane M. Ilstrup,0.46439375,Olivier Thas,0.15
Andreas Rump,3.290034218,Rury R. Holman,186.988058,Eugene S. Hurwitz,0.70065125,Olivier Tenaillon,0.15,Michael L. Watson,1.773340664,Richard R. Copley,100.363912,Hans J. Geuze,0.4642875,Olivier Tenaillon,0.15
Fredrik Ronquist,3.2875695,Jonathan C. Levy,186.988058,Yuh Nung Jan,0.70050675,Olivier Taïeb,0.15,James B. Hicks,1.770811316,Christopher K. Raymond,100.363912,Daniel Porte,0.464262,Olivier Taïeb,0.15
Lora Lewis,3.286358226,James A. Stockman,186.988058,D. L. Rothman,0.6991255,Olivier Taboureau,0.15,Robert M. Kuhn,1.769436056,James C. Mullikin,100.363912,James W. Posakony,0.4641685,Olivier Taboureau,0.15
Richard D. Piner,3.285494966,R Parker,186.988058,Miguel Marin-Padilla,0.69874725,Olivier Staub,0.15,Hidemi Watanabe,1.759681007,Lisa French,100.363912,E. Rolland Dickson,0.464075,Olivier Staub,0.15
Pierre R. Villeneuve,3.28510175,M Bond,186.988058,Michael E. Greenberg,0.698726,Olivier Spertini,0.15,Endel Tulving,1.758758219,Douglas L. Johnson,100.363912,Michael J. Chamberlin,0.4640155,Olivier Spertini,0.15
Zhongwu Lai,3.281780645,E. Kellenberger,186.0479495,Jayne Lesley,0.6981905,Olivier Sperandio,0.15,M. Overgaard,1.75726822,Jan Fang Cheng,100.363912,Yaron S N Butterfield,0.463939,Olivier Sperandio,0.15
David V. Goeddel,3.281099229,David Brewster,185.37061,Allyson Ross Davies,0.69779525,Olivier Spalla,0.15,Francis M. Miezin,1.75726262,Roland Heilig,100.363912,R. S. J. Frackowiak,0.463888,Olivier Spalla,0.15
Rodney A. Brooks,3.275539237,B. Kohler,185.37061,Edward Witten,0.69742975,Olivier Soubrane,0.15,Katsuaki Hoshino,1.755126198,Jean Thierry-Mieg,100.363912,Kevin J. Tomaselli,0.463735,Olivier Soubrane,0.15
Stanley Lemeshow,3.272258935,Freddie Bray,185.37061,E. R. Stanley,0.697213,Olivier Sorg,0.15,Douglas G. Altman,1.754198971,Tim Hubbard,100.363912,Peter M. Ray,0.463514,Olivier Sorg,0.15
D Nelson,3.271513266,D. Forman,185.37061,Lora Lewis,0.6971875,Olivier Sordet,0.15,Douglas B. Rusch,1.751678375,Todd M. Lowe,100.363912,Denis Leung,0.463395,Olivier Sordet,0.15
Gerald M. Rubin,3.268230553,R. Swaminathan,185.37061,Karen Huff,0.6969495,Olivier Soppera,0.15,Huyen Dinh,1.750831849,Mark Dickson,100.363912,Gail R. Martin,0.4633015,Olivier Soppera,0.15
Endel Tulving,3.264817323,William J. Mellman,184.8160275,B. N. La Du,0.69680075,Olivier Sitbon,0.15,David Altshuler,1.750628619,Leroy Hood,100.363912,Frank T. Lindgren,0.4632505,Olivier Sitbon,0.15
Rodger Staden,3.260605992,David A. Hungerford,184.8160275,Otto Lowenstein,0.69618875,Olivier Sire,0.15,Jay R. Ritter,1.749533224,Anup Madan,100.363912,Gerry Weinmaster,0.463225,Olivier Sire,0.15
Michael H. Kutner,3.259986604,Gregory W. Wornell,184.774029,Denise B. Kandel,0.695887,Olivier Silvie,0.15,Andrew Neil,1.749368352,Sean Humphray,100.363912,Xiao Jian Sun,0.46314,Olivier Silvie,0.15
Wolfgang Kabsch,3.257902984,Martine Van Glabbeke,184.63672,Mitchell D. Greenberg,0.6955895,Olivier Schwartz,0.15,Naoufal Zamzami,1.745718159,Yoshiyuki Sakaki,100.363912,Barry Gumbiner,0.46299975,Olivier Schwartz,0.15
Rory Collins,3.255011881,Elizabeth Eisenhauer,184.63672,Melville R. Klauber,0.695496,Olivier Thoumine,0.15,David L. Pearle,1.745547079,Jane Grimwood,100.363912,F. G. Behm,0.462885,Olivier Thoumine,0.15
Kim C. Worley,3.249000161,Jaap Verweij,184.63672,Jack P. Whisnant,0.6951645,Olivier Tillement,0.15,G. D. Farquhar,1.745004458,Edward C. Uberbacher,100.363912,Stephen M. J. Searle,0.46281275,Olivier Tillement,0.15
Mark S. Chee,3.246332651,Larry Rubinstein,184.63672,Linda S. Park,0.695122,Olivier Tournilhac,0.15,Joel E. Richardson,1.74437639,Jun Yu,100.363912,Jack Orloff,0.462783,Olivier Tournilhac,0.15
Abraham Kagan,3.245885489,Allan Van Oosterom,184.63672,Peter H. Quail,0.694629,Olivier Vincent,0.15,James A. Stockman,1.743237898,Tarjei S. Mikkelsen,100.363912,Cecile M. Pickart,0.4625365,Olivier Vincent,0.15
Paul D. Sorlie,3.24496817,Patrick Therasse,184.63672,J. Brett,0.6942295,Oliviero Sacco,0.15,James R. Hudson,1.742903696,André Rosenthal,100.363912,Bernard B. Brodie,0.4624175,Oliviero Sacco,0.15
Jorja G. Henikoff,3.243708695,Richard Kaplan,184.63672,Erik J. Bergstralh,0.69386825,Oliviero Riggio,0.15,Huaiyu Mi,1.742659352,Richard Reinhardt,100.363912,Claudia Lukas,0.4620265,Oliviero Riggio,0.15
Daniel T. Colbert,3.241346596,Michaele C. Christian,184.63672,Keith R. Porter,0.693745,Oliviero Olivieri,0.15,David H. Culver,1.741143439,Jane Peterson,100.363912,Ronald H. A. Plasterk,0.4619245,Oliviero Olivieri,0.15
Richa Agarwala,3.23688125,J. Wanders,184.63672,John S. Spika,0.6937025,Oliviero E. Varnier,0.15,E Robinson,1.740560625,Jane Rogers,100.363912,Emad S. Alnemri,0.4619075,Oliviero E. Varnier,0.15
Christie Kovar,3.234430144,Susan G. Arbuck,184.63672,G. Mark Lathrop,0.6936005,Oliviero Carugo,0.15,W Jack,1.74028954,Andreas Rump,100.363912,P. F. Scholander,0.461848,Oliviero Carugo,0.15
T. N. Bhat,3.231428623,P. Kumar,184.3319865,G. Damsma,0.6933115,Olivier Witasse,0.15,G. Flandrin,1.739277539,Nigel P. Carter,100.363912,Alan J. Buckler,0.46179275,Olivier Witasse,0.15
Cladd E. Stevens,3.226734788,Eli Yablonovitch,183.635726,Ashby C. Moncure,0.6932435,Olivier Voinnet,0.15,Chris C A Spencer,1.736326352,Ewan Birney,100.363912,Peggy S. Hayes,0.4617375,Olivier Voinnet,0.15
James R. Rice,3.226245529,Andrew B. Holmes,183.533794,Barbara F. Reskin,0.6930395,Olivier Vittecoq,0.15,George L. Gabor Miklos,1.733885854,Sarah Milne,100.363912,William B. Joyner,0.4616865,Olivier Vittecoq,0.15
Christopher K. Raymond,3.224531973,Jeremy H. Burroughes,183.533794,E. D. Mellits,0.692725,Olivier Vignaux,0.15,Kim Rutherford,1.733731279,Chris P. Ponting,100.363912,George Brawerman,0.46168225,Olivier Vignaux,0.15
Robert I. Levy,3.223153105,A. R. Brown,183.533794,Steven D. Tanksley,0.692181,Olivier Toussaint,0.15,Rory Collins,1.733506048,Evan E. Eichler,100.363912,Charles B. Kimmel,0.461117,Olivier Toussaint,0.15
Alejandro A. Schäffer,3.221413442,D. D. C. Bradley,183.533794,Ronald F. Dorfman,0.69187075,Olivier Vidal,0.15,Boris Reva,1.730296667,Jean Weissenbach,100.363912,John T. Finch,0.461032,Olivier Vidal,0.15
Edgardo Lander,3.21444414,Richard H. Friend,183.533794,Edmund A. Gehan,0.691433,Olivier Verola,0.15,Rhian Gwilliam,1.729838208,Richard M. Myers,100.363912,Margaret D. Carroll,0.460658,Olivier Verola,0.15
Allan M. Skene,3.208752471,Richard W. Reynolds,183.5206445,Dennis Y. Loh,0.691348,Olivier Varenne,0.15,Eric A. Jaffe,1.728227753,Eugene V. Koonin,100.363912,Thomas R. Price,0.46062825,Olivier Varenne,0.15
Jerome Vinograd,3.208118718,Eugenia Kalnay,183.5206445,M. A. H. Russell,0.69108875,Olivier Vanakker,0.15,William A. Knaus,1.725737236,Bruce A. Roe,100.363912,P. H. Bennett,0.46059,Olivier Vanakker,0.15
John C. Cassel,3.204705415,Jia Wang,183.5206445,Susan K. McConnell,0.6905745,Olivier Vallon,0.15,Hiroaki Hemmi,1.724991038,Sean R. Eddy,100.363912,Robert Tjian,0.4603775,Olivier Vallon,0.15
Rodney M. Hewick,3.203227818,Ants Leetmaa,183.5206445,al. et,0.690549,Olivier Turrini,0.15,Stanley Lemeshow,1.722341821,Richard K. Wilson,100.363912,E. R. Stanley,0.46032225,Olivier Turrini,0.15
Robert G. Parr,3.195779085,Wayne J. Higgins,183.5206445,B. R. Franza,0.6902855,Olivier Tribut,0.15,Mark S. Chee,1.720386352,Marco A. Marra,100.363912,Günter Blobel,0.4601055,Olivier Tribut,0.15
Earl W. Sutherland,3.193985363,Noam Chomsky,182.8657535,Arvind K. Virmani,0.69026,Olivier Tredan,0.15,S. Moncada,1.71691301,David R. Bentley,100.363912,Edwin G. Krebs,0.4598845,Olivier Tredan,0.15
Ch. Gerber,3.19323589,J. Murphy,182.214526,Leonard T. Kurland,0.690175,Olli Ruuskanen,0.15,Michael Zuker,1.714737174,Daniel G. Brown,100.363912,Pramod C. Sogani,0.4597315,Olli Ruuskanen,0.15
Nawab Qizilbash,3.190999758,Roderick J. A. Little,180.854033,James D. Finkelstein,0.6899795,Olli Saksela,0.15,Aaron McKenna,1.713812568,Elaine R. Mardis,100.363912,Robert P. Abelson,0.4592555,Olli Saksela,0.15
Joe Sambrook,3.190858311,Ch. Gerber,180.3914205,O'Fallon Wm,0.689393,Olivier Dussurget,0.15,Ahmed M. El-Nahas,1.71209703,John D. McPherson,100.363912,J R McIntosh,0.45902175,Olivier Dussurget,0.15
Richard G. Margolese,3.183931714,C. F. Quate,180.3914205,Oliver Glidewell,0.6890445,Oluf Andersen,0.15,Serafim Batzoglou,1.71150677,Erica Sodergren,100.363912,Edwin G. Beven,0.4590005,Oluf Andersen,0.15
Douglas Hanahan,3.178446877,G. Binnig,180.3914205,George A. Reichard,0.6887385,Omar A. Abdul-Rahman,0.15,Harold Weintraub,1.709310073,A. R. Hunt,100.363912,John W. Pickren,0.4589155,Omar A. Abdul-Rahman,0.15
David H. Gelfand,3.175499948,Alan R. Katritzky,180.323922,J. S. Waugh,0.6883645,Omana V. Nainan,0.15,Thomas D. Willis,1.709131625,W. Richard McCombie,100.363912,Rosemary Carpenter,0.4588475,Omana V. Nainan,0.15
A. R. Hunt,3.173891646,Charles W. Rees,180.323922,Richard C. Eastman,0.688254,Omaida C. Velazquez,0.15,Robert S. Pinals,1.706705984,Matthias Platzer,100.363912,Edward Witten,0.4588135,Omaida C. Velazquez,0.15
Richard E. Nisbett,3.17375219,Kenneth J. Arrow,180.1023865,G. I. Taylor,0.688237,Omae T,0.15,Paul Liska,1.706459,Yoshihide Hayashizaki,100.363912,Jacques J. Peschon,0.458771,Omae T,0.15
Taylor Ja,3.173575071,Williams B,180.019112,Bernadine H. Bulkley,0.68813925,Om Prakash Singh,0.15,Russell Turner,1.705715826,Kenneth H. Wolfe,100.363912,Robert J. Garrison,0.45848625,Om Prakash Singh,0.15
Jerome Y. Lettvin,3.172518148,Nobuyoshi Shimizu,179.527591,John F. Heidelberg,0.6877185,Om Prakash,0.15,David S. Hogness,1.705123658,Roel P. Funke,100.363912,Michael P. Bevilacqua,0.458329,Om Prakash,0.15
C. V. Shank,3.16411772,Jan Fang Cheng,179.527591,F. G. Behm,0.6867665,Om Parkash,0.15,Daphne W. Bell,1.703776856,Patrick Minx,100.363912,Kenneth D. Tartof,0.45829925,Om Parkash,0.15
William A. Sibley,3.162160598,Mark S. Guyer,179.527591,Michael L. Watson,0.68669,Om P. Sharma,0.15,C Fox,1.703545168,Shinsei Minoshima,100.363912,Mark S. Boguski,0.4582695,Om P. Sharma,0.15
