"name","num_pubs_pre","avg_PR_pre","max_PR_pre","median_PR_pre","num_pubs_post","avg_PR_post","max_PR_post","median_PR_post"
"Laura M. Selfors","1","0.6195824999999998","0.6195824999999998","0.6195824999999998","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Nur Zeinomar","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Jermaine L. Jenkins","2","0.24249275000000003","0.2654810000000001","0.24249275000000003","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Pinholster G","1","0.15764150000000002","0.15764150000000002","0.15764150000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Aris Baras","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Marcelo P. Coba","2","0.286374","0.35444200000000003","0.286374","1","0.15286450000000001","0.15286450000000001","0.15286450000000001"
"Kristjan Paulson","2","0.15364225","0.1572845","0.15364225","1","0.155542","0.155542","0.155542"
"André Lincoln Barroso Magalhães","1","0.31014850000000005","0.31014850000000005","0.31014850000000005","1","0.28305050000000004","0.28305050000000004","0.28305050000000004"
"Sabine Wittemer-Rump","2","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Corneliu C. Luca","1","0.16762050000000003","0.16762050000000003","0.16762050000000003","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Adam C. Palmer","2","0.29128275","0.3525295","0.29128275","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Takafumi Sangai","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Sebastian van de Linde","1","0.254992","0.254992","0.254992","1","0.15510000000000002","0.15510000000000002","0.15510000000000002"
"Natasja Nielsen Viller","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Teruhito Yasui","2","0.22802575000000003","0.277874","0.22802575000000003","1","0.15850000000000003","0.15850000000000003","0.15850000000000003"
"Zachary A. Bornholdt","3","0.3519061666666667","0.4690135","0.366988","1","0.16275000000000003","0.16275000000000003","0.16275000000000003"
"Janet E. Lovett","1","0.346316","0.346316","0.346316","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Jonathan J. Miner","6","0.35531041666666674","0.9838500000000001","0.2266275","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Elio A. Abbondanzieri","3","1.3628763333333334","3.168027","0.7679075000000001","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Viola Lanier","3","0.15042783333333334","0.1512835","0.15000000000000002","1","0.18307350000000003","0.18307350000000003","0.18307350000000003"
"Carl Uli Bialucha","1","0.2420295","0.2420295","0.2420295","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Yangling Mu","1","0.664029","0.664029","0.664029","1","0.16157700000000003","0.16157700000000003","0.16157700000000003"
"Silvi Rouskin","1","0.9063895000000001","0.9063895000000001","0.9063895000000001","1","0.15798150000000002","0.15798150000000002","0.15798150000000002"
"Daniel Hesselson","2","0.31420725000000005","0.44692200000000004","0.31420725000000005","1","0.1591035","0.1591035","0.1591035"
"Jennifer M. Munson","3","0.21700550000000005","0.25062300000000004","0.2503935","2","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Bi‐Jie Li","5","1.2638111","3.019192","1.115328","4","0.15418625000000002","0.16409300000000002","0.15132600000000002"
"S Weinmann","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Maria Teresa Catanese","1","0.35400000000000004","0.35400000000000004","0.35400000000000004","1","0.1593755","0.1593755","0.1593755"
"Mm El-Ibrashi","1","0.15149600000000005","0.15149600000000005","0.15149600000000005","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Laurent Bialy","4","0.7658568750000001","2.0682120000000004","0.39928375000000005","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Stephanie Langsch","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Haizhong Feng","5","0.20412120000000006","0.29700750000000004","0.1690145","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Muhammad Jbara","2","0.17742100000000005","0.19406400000000004","0.17742100000000005","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Aida Gómez-Robles","1","0.18373650000000002","0.18373650000000002","0.18373650000000002","2","0.15665550000000003","0.16029350000000003","0.15665550000000003"
"Jörg Menche","1","0.6053704999999999","0.6053704999999999","0.6053704999999999","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"George Sai-Wah Tsao","5","0.15197880000000002","0.15989400000000004","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Wilson K. Clements","2","0.30845700000000004","0.4494805","0.30845700000000004","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Rodolphe Jazzar","1","0.907741","0.907741","0.907741","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Anand Giddabasappa","2","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Fawwaz Yassin","1","0.3501409999999999","0.3501409999999999","0.3501409999999999","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Alexey G. Sergeev","4","1.167163125","2.325099","0.8244580000000001","1","0.16275000000000003","0.16275000000000003","0.16275000000000003"
"Javier J. Concepcion","6","1.09791575","2.4243449999999998","0.81367575","2","0.15915875000000002","0.15961350000000002","0.15915875000000002"
"Rangaswamy Chintapatla","2","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Carlo Stresemann","3","0.4819165000000001","1.1457495000000002","0.15000000000000002","2","0.15643450000000003","0.162869","0.15643450000000003"
"Xuexian O. Yang","7","2.5447790714285716","5.4523934999999994","2.3708120000000004","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Adam Filipczyk","2","0.2868287500000001","0.3216745000000001","0.2868287500000001","1","0.1513345","0.1513345","0.1513345"
"Wolfgang Kastenmuller","1","0.449251","0.449251","0.449251","1","0.175245","0.175245","0.175245"
"Gustavo de Miguel","1","0.3983105","0.3983105","0.3983105","2","0.15384200000000003","0.15768400000000002","0.15384200000000003"
"Alv Johansson","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Stephen P. Holly","3","0.3481690000000001","0.7234100000000001","0.171097","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Jeroen W J van Heijst","2","0.29569","0.43910199999999994","0.29569","1","0.17227000000000003","0.17227000000000003","0.17227000000000003"
"S Lipkowitz","1","1.1597999999999997","1.1597999999999997","1.1597999999999997","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Danielle Carroll","2","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"XiaoJuan Sun","2","0.19702200000000003","0.244044","0.19702200000000003","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Marta Maria Gaglia","2","0.16755675000000003","0.1766475","0.16755675000000003","1","0.17866200000000002","0.17866200000000002","0.17866200000000002"
