avg_disrupt,avg_disrupt_val,last_author_yr,last_author_yr_val,max_disrupt,max_disrupt_val,median_disrupt,median_disrupt_val,min_disrupt,min_disrupt_val,num_disrupt,num_disrupt_val
M. Marosi,0.040135079373112066,Heidi J. Larson,2012,Zacharie Tsala Dimbuene,0.4723618090452261,Cassandra Willyard,0.0012997638326585695,Harry W. Haverkos,-0.004474879652857821,Fenghuang Zhan,23
Robert Sikorski,0.040049155205546416,John W. Schoggins,2012,Daniel C. Casey,0.4723618090452261,Erich Krickemeyer,0.0012919896640826874,Yoshiaki Tomiyama,-0.004481885711914347,Franziska Schoenebeck,23
Nancy Fullman,0.039778654141546285,Young Rock Chung,2012,Addisu Shunu Beyene,0.4723618090452261,William D. Foulkes,0.0012145748987854252,Ilan R. Kirsch,-0.004492939666238768,Albert B. Deisseroth,23
Jürgen Schimkowiak,0.039580969701737065,Carmen Behrens,2012,Peter W. Gething,0.4723618090452261,Henry Nicholls,0.001125541804631766,Maimon E. Hubbi,-0.0045028599245466715,Lachlan Coin,23
Foad Abd-Allah,0.03953732723957988,Steven J. Bensinger,2012,Raghib Ali,0.4723618090452261,Michelle M. Mello,0.001107308290458698,Chi Pang Wen,-0.0045526779195120895,James P. Di Santo,23
Alaa Badawi,0.039440081601010514,Nadin Rohland,2012,Peter C. Doherty,0.4676923076923077,Guido Kroemer,0.0010989010989010991,Benjamin R. tenOever,-0.004662992793556592,Ryuichiro Ishitani,23
Rajesh Kumar Rai,0.039392894783404214,Michele E. Murdoch,2012,LyttI. Gardner,0.4666666666666667,Qutayba Hamid,0.001061192141184483,Opelz G,-0.00468384074941452,Yuko Fujiwara,23
Sara Sheikhbahaei,0.03939154684691533,Manish J. Butte,2012,Abhishek Dey,0.4655172413793103,Stephen M. Edgington,0.0010416666666666669,Giuseppe Remuzzi,-0.004689331770222743,Tobias C. Walther,23
A. L. W. F. Eddleston,0.039375117642365655,Urs Gellrich,2012,Pedro Cuatrecasas,0.4636363636363636,Harry W. Haverkos,0.0010189559287562644,Markus Grompe,-0.004716157205240175,Corie Lok,23
LyttI. Gardner,0.03891539280814954,Marieke Essers,2012,David H. Rowitch,0.4626865671641791,Herbert Mayr,0.001004016064257028,Laurie A Dempsey,-0.0047169811320754715,Pamela Feliciano,23
Maziar Moradi-Lakeh,0.03883044631660719,Daniel I. S. Rosenbloom,2012,Thomas J. Merimee,0.4545454545454545,Eugene J. Mark,0.000998003992015968,Paul S. Knoepfler,-0.004751399966061429,Anubha Mahajan,23
Alisa Opar,0.038598182588924085,Bradley L. Pentelute,2012,David L. Rimoin,0.4545454545454545,Erika Check,0.0009775171065493646,Nicole LeBrasseur,-0.0047619047619047615,Rafael Casellas,23
Ala'a Alkerwi,0.03748709200243823,Sam Hay,2012,Annunziata Gloghini,0.4528985507246377,Neeraj Bedi,0.0009675858732462506,Claudio Anasetti,-0.004767309875141884,Stefan Faderl,23
Masahiro Kami,0.03742003205446854,Claire Deleage,2012,Alan Dove,0.4526315789473685,Philimon Gona,0.0009675858732462506,Haijun Jiao,-0.004827586206896552,Yong-Jun Liu,23
André Karch,0.037350497690315225,Manuel Mattheisen,2012,Hershel Jick,0.4489795918367347,Nicholas J. K. Breitborde,0.0009675858732462506,Genevive Bjorn,-0.004830917874396135,Nikola P. Pavletich,23
Y.M. Dennis Lo,0.0373151670381176,Menachem Fromer,2012,Katherine Bourzac,0.4411764705882353,David Rojas-Rueda,0.0009675858732462506,Wei Guang Liu,-0.004856988667026443,Derrick J. Rossi,23
Naohiro Yonemoto,0.0367896549966316,Ralf Jackstell,2012,al. et,0.4392523364485981,Daniel C. Casey,0.0009675858732462506,Livia S. Eberlin,-0.004910653389714911,Holbrook Kohrt,23
R Lewin,0.03666438462547993,Sebastian Zeissig,2012,Paraskevi Giannakakou,0.4377224199288256,Carl Abelardo T Antonio,0.0009675858732462506,Stanley H. Weiss,-0.004910829671749806,Murim Choi,23
Antoine M. van Oijen,0.03656029348697995,Ronny Westerman,2012,George L. Scheffer,0.4329896907216495,Burcu Kucuk Bicer,0.000919560759527082,Subhajyoti De,-0.004923750256445326,John R B Perry,23
Mohammad Tavakkoli,0.03599192266506026,Emily K. McDonald,2012,Xavier Salvatella,0.4318181818181818,Itamar S. Santos,0.000919560759527082,Nicole Rusk,-0.0049751243781094535,John Bignall,23
M.R. Wills,0.035468080308869235,Dietmar Zehn,2012,Nils Wiberg,0.4313725490196079,Rajiv Chowdhury,0.000919560759527082,Luis B. Barreiro,-0.0049751243781094535,Antonio Lavecchia,22
Martin J. Cline,0.035373014663362214,Dimosthenis Sokaras,2012,Philip J. Landrigan,0.42857142857142855,Jeff Tollefson,0.0009191176470588236,Alexia-Ileana Zaromytidou,-0.00499637943519189,Eberhardt Herdtweck,22
