title,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6006275,6.8385595,7.0573665,7.409411,7.605438,7.832048,8.0403235,8.420163,8.734748,9.1830805,9.602632,9.90598,10.1364235,10.561789,10.787498,11.180691,11.600676,11.875906,12.0105205,12.2113075,12.41552,12.620353,12.877036,13.158828,13.353937
hormone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.403509,6.896781,7.4129945,7.901855,8.4435175,9.0097705,9.34116,9.6101935,10.3531955,10.5681605,11.082657,11.307516,11.4356875,11.674393,11.7373525,11.989522,12.1218245,12.248194
cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0280355,7.5642155,8.0911985,8.4439655,8.927386,9.055379,9.474871,9.8641285,10.0455015,10.1884205,10.491641,10.9638415,11.151955,11.342338,11.6063905,11.8747355,12.350591
vitro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8401205,7.121071,7.8056185,8.042692,8.3936485,8.7906325,8.9977265,9.355381,9.6103045,9.8823045,10.204956,10.5058305,10.691649,10.9249315,11.0223075,11.1862555,11.388156,11.700684,11.8062455,12.0267525
liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18145,7.3333025,7.4966215,7.767049,7.940823,8.450806,8.7869725,8.9287015,9.0525125,9.1186,9.319897,9.7313395,9.910409,9.9811715,10.1758555,10.3274105,10.554284,10.595815,10.6743465,10.741896,10.786861,10.830415,10.972943,11.022787
heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.831004,6.9751725,7.4637185,7.7424335,7.8745405,8.0324025,8.3145855,8.631474,8.8472805,9.1202325,9.3378495,9.4483155,9.680136,9.7510515,9.940933,10.0528015,10.149642,10.421183,10.558356,10.7392445,10.862588,11.0296555
chemical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.203611,7.351358,7.5163175,7.5590385,7.776477,7.9359965,8.039909,8.4336375,8.99485,9.13561,9.4049495,9.5882775,9.8142415,9.9776795,10.455983,10.7089515,11.0586925,11.4571045,11.6142355
light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.335668,7.4508345,7.6972835,7.8936675,8.088819,8.312182,8.3621875,8.393051,8.501936,8.6344,8.773868,8.846407,8.9509485,9.0913005,9.134812,9.1705375,9.3766455,9.454106,9.537967,9.6617695,9.687992,9.7800385,9.8891955,9.9491205
rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.689204,6.8925325,6.97732,7.0706585,7.372451,7.704954,7.980881,8.1093585,8.431041,8.6580675,9.059157,9.361179,9.5250335,9.863903,10.2668115,10.769357,11.111312
diagnosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.031589,7.1698415,7.2335915,7.5180695,7.52804,7.7628525,7.9474385,8.1383485,8.2918245,8.4330775,8.5420475,8.645841,8.840236,8.946503,9.08983,9.3794675,9.5451325,9.557534,9.661727,9.6921145,9.8823615
american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9925,7.9925,7.9925,8.12,8.12,8.1335405,8.1335405,8.1335405,8.1335405,8.1335405,8.1335405,8.1335405,8.1335405,8.1335405,8.1335405,8.1335405,8.1455765,8.1455765,8.1455765,8.1455765,8.2730765,8.2730765,8.2730765,8.4005765,8.4005765,8.5089515,8.5727015,8.5727015,8.5727015,8.574138,8.5745375,8.5745375,8.574614,8.574614,8.617114,8.642614,8.642614,8.6477735,8.6791895,8.7153145,8.7153145,8.7153145,8.719692,8.7464245,8.7464245,8.7719245,8.7719245,8.7719245,8.7719245,8.901286,9.0299505,9.033903
machines,,,,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1
receptor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8331555,6.027831,6.3888855,6.8139705,7.1686075,7.513478,7.7916065,8.0447535,8.3786165,8.65088,8.874787,9.29671,9.555212,9.730142
membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8753775,5.262884,5.701773,5.815197,6.053928,6.570388,6.8509305,7.0122435,7.296866,7.688597,8.087706,8.2820585,8.473147,8.7643655,8.941633,9.2724955,9.424127,9.6286285,10.15562,10.2949605,10.487375
flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.181745,4.563276,5.04271,5.3109785,5.8107955,6.1653815,6.551749,6.874222,7.225867,7.771295,8.1154005,8.7030735,8.957504,9.1484225,9.539159,9.92222,10.2904315,10.41811,10.7996325,11.1169035
pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8784585,5.163812,5.6247245,6.011279,6.2332055,6.5941835,6.7308805,7.165086,7.274702,7.479688,7.6007875,7.8891245,7.920651,8.35257,8.4587945,8.631064,8.8163895,8.9526955,9.073625,9.134927,9.3207795,9.4679995,9.584322,9.7111335
muscle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9581045,5.1437955,5.53443,5.8705285,6.115881,6.3786075,6.5512255,6.7218885,6.8311985,7.012087,7.236113,7.4452555,7.66674,7.753253,7.9233465,8.1125395,8.371186,8.568318,8.6519325,8.7416925,8.842613,8.9447745,9.107762,9.1640405,9.2211435,9.2955185,9.3520605,9.4131755
structures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.173269,5.390461,5.5970705,5.843341,6.07126,6.327569,6.6769615,7.243461,7.514747,7.824555,8.2667845,8.8939315,9.6468105,10.11097,10.648663,11.0264965
aspects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0620895,5.4427705,6.120263,6.285214,6.61107,6.7975855,7.1521885,7.3294135,7.512172,7.78509,8.0095495,8.360404,8.6978285,8.8932265,8.9823575,9.2254405,9.4233205,9.6076345
evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3084955,4.753615,4.8356655,5.462532,5.9663355,6.1478785,6.705045,6.958736,7.24488,7.5571615,7.680046,8.011002,8.4360615,8.739486,9.093052,9.2757935,9.378771,9.825123,9.98086,10.1627855
sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.875707,5.3775895,5.7531705,6.386412,6.8110975,7.083854,7.456766,8.0591525,8.602617,9.256505,9.9744745,10.556478
glucose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0057585,5.2031795,5.272157,5.566172,5.838478,6.1802715,6.9584805,7.3953805,7.9042075,8.53291,9.0664465,9.754989,10.767883,11.740181
therapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5118255,5.7807315,5.9758745,6.136176,6.2971405,6.4072155,6.7648955,6.935703,7.1570005,7.3071785,7.4815305,7.550253,7.6828785,7.7989885,8.011888,8.3101785,8.410572,8.5634955,8.788771,9.032653,9.113947,9.270024
application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.642779,5.7899735,5.8560865,5.908948,6.1421965,6.34612,6.607971,6.8638465,6.949875,7.060392,7.2558495,7.5095065,7.649374,7.703009,7.9898585,8.085424,8.1385065,8.169336,8.2257845,8.2569115,8.2887015,8.364462,8.441914,8.640185,8.6652685,8.8134915
chemistry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.889126,6.0221765,6.0267835,6.064532,6.5043305,6.815677,7.430261,8.0640975,8.190144,8.3086,8.871555,9.1984395,9.288446
spectra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.683407,5.902129,6.2554485,6.3641975,6.573748,6.9012275,7.1155975,7.150949,7.1830705,7.266294,7.584687,7.654098,7.7033895,7.8400185,8.134977,8.196568,8.310706,8.397559,8.7881595,8.872097
linear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8877705,5.396504,6.0648335,6.3053665,7.3064965,7.609122,7.8934215,8.219439,8.4587565,8.6041235,8.749074,8.908092
body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.597398,5.680188,6.0928035,6.41707,6.511896,6.597831,6.811011,7.037723,7.2314465,7.36227,7.510476,7.813773,8.03564,8.143063,8.3515255,8.442875,8.5890665,8.662923,8.9585275
testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7468175,6.1561605,6.4904655,6.661409,6.8947255,7.1916985,7.415206,7.7206705,7.890237,8.093608,8.291964,8.4363875,8.620404
iron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4855905,5.6172215,5.7672975,5.922482,6.0261735,6.3344855,6.4550325,6.6568735,6.733756,6.7582105,7.2409,7.392659,7.483439,7.5110555,7.6137015,7.64958,7.726522,7.7753205,7.801526,8.0007915,8.0771045,8.109226,8.2483285,8.265014,8.29524,8.3611915,8.4340875
wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.238091,5.3644095,5.6157715,5.8668785,6.0210005,6.323983,6.462261,6.6588745,6.8586925,7.121011,7.435528,7.595957,7.7781375,8.0126355,8.294385,8.5167365,8.7603805,8.87978,9.1534035
absorption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.317141,5.5693955,5.784335,6.1963385,6.4265355,6.6028595,6.8061795,7.014557,7.147667,7.3794535,7.5196015,7.7166825,7.762472,7.857927,7.9442615,8.028471,8.146213,8.2654085,8.315227
plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5591235,5.6415735,5.901835,6.0947085,6.4301525,6.506355,6.8388325,7.1296345,7.304301,7.3754375,7.653243,7.9127735,8.1562645,8.605617,8.94305
stability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.962681,5.262153,5.7163165,5.995023,6.1462635,6.2998755,6.5784545,6.930516,7.2036125,7.4910655,7.7236765,7.8371855,8.2046065,8.506569,8.8099425,9.1714305
influence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6940365,5.782717,5.839021,5.9265285,5.9406385,6.086728,6.334044,6.4304,6.5451415,6.774038,7.182735,7.3970965,7.6438345,7.691137,7.807281,8.0427735,8.239506,8.364643,8.4450955,8.5978065
dynamics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.358134,4.481044,4.8750785,5.28307,5.5413,5.6848735,6.018082,6.250965,6.8034225,7.4000205,8.030355,8.334434,9.1624275,9.4747515,9.8718545,10.4199345
social,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.128853,5.259005,5.4358305,5.4375815,5.644242,5.663792,5.923739,6.1802095,6.257041,6.6211725,6.743836,6.8269065,7.1971325,7.2505125,7.7374775,7.968346,8.0849405,8.3690615,8.5882255,8.9091345,9.158941
culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0298005,5.396703,5.421268,5.525699,5.5407865,5.722882,5.86252,6.06159,6.138617,6.193357,6.5188985,6.695571,6.882367,7.0783515,7.3799995,7.580081,7.7938475,7.855243,8.182799,8.3233805,8.4063405,8.5485115,8.653189
potassium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0529755,5.278353,5.6151145,5.8734975,6.104247,6.3046175,6.5547385,6.853505,7.010908,7.2044615,7.528524,7.923264,8.2594985,8.717028
cortex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7642815,4.87462,5.1440105,5.4387225,5.770265,5.907778,6.269249,6.513437,6.8217405,7.2971115,7.5240445,7.953881,8.314077,8.6708475,9.126507
hydrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.400587,4.4550635,4.605998,4.8060455,4.9919745,5.1388035,5.2536215,5.517759,5.7735835,5.893527,5.983729,6.196382,6.4233915,6.701146,6.9991475,7.072171,7.1559895,7.265988,7.5108305,7.785593,7.891367,8.1669115,8.385642,8.5430025,8.759149,8.870703,9.042233
carcinoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15528925,5.222979,5.38416025,5.59397425,5.85812025,6.139653,6.2636595,6.39742825,6.57837625,6.6722545,6.74742425,6.84067775,6.9433535,7.0384685,7.205366,7.31647375,7.39633975,7.562587,7.61448375
materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6187305,4.889107,5.016964,5.1345615,5.4945195,5.8430365,6.1158185,6.289618,6.370742,6.5369595,6.6790795,6.75144,6.820171,6.860631,7.0664585,7.1433835,7.1796785,7.324595,7.413165,7.4622355,7.545,7.6748545
tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.274444,4.766135,5.0998705,5.571017,5.946683,6.582619,6.8789375,7.060336,7.398772,7.610456,8.070544,8.2723
chromatography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.991393,4.1375165,4.450631,5.031657,5.298353,5.489552,5.790299,6.039825,6.22861,6.637443,6.902252,7.319262,7.376858,7.574976,7.681209,7.9741955,8.150375,8.218239,8.4626565
